real_timestamp,?t,Zone,R1,I1,Mag1,R2,I2,Mag2,R3,I3,Mag3,R4,I4,Mag4,R5,I5,Mag5,R6,I6,Mag6,R7,I7,Mag7,R8,I8,Mag8,R9,I9,Mag9,R10,I10,Mag10,R11,I11,Mag11,R12,I12,Mag12,R13,I13,Mag13,R14,I14,Mag14,R15,I15,Mag15,R16,I16,Mag16,R17,I17,Mag17,R18,I18,Mag18,R19,I19,Mag19,R20,I20,Mag20,R21,I21,Mag21,R22,I22,Mag22,R23,I23,Mag23,R24,I24,Mag24,R25,I25,Mag25,R26,I26,Mag26,R27,I27,Mag27,R28,I28,Mag28,R29,I29,Mag29,R30,I30,Mag30,R31,I31,Mag31,R32,I32,Mag32,R33,I33,Mag33,R34,I34,Mag34,R35,I35,Mag35,R36,I36,Mag36,R37,I37,Mag37,R38,I38,Mag38,R39,I39,Mag39,R40,I40,Mag40,R41,I41,Mag41,R42,I42,Mag42,R43,I43,Mag43,R44,I44,Mag44,R45,I45,Mag45,R46,I46,Mag46,R47,I47,Mag47,R48,I48,Mag48,R49,I49,Mag49,R50,I50,Mag50,R51,I51,Mag51,R52,I52,Mag52,R53,I53,Mag53,R54,I54,Mag54,R55,I55,Mag55,R56,I56,Mag56,R57,I57,Mag57,R58,I58,Mag58,R59,I59,Mag59,R60,I60,Mag60,R61,I61,Mag61,R62,I62,Mag62,R63,I63,Mag63,R64,I64,Mag64
6.32817,0.00977,1,84,-64,105.6030303,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,15,8,17,15,9,17.49285568,14,10,17.20465053,14,10,17.20465053,13,10,16.40121947,12,11,16.2788206,11,11,15.55634919,11,11,15.55634919,11,11,15.55634919,10,10,14.14213562,10,10,14.14213562,10,10,14.14213562,10,10,14.14213562,9,10,13.45362405,9,10,13.45362405,9,10,13.45362405,9,10,13.45362405,8,9,12.04159458,8,10,12.80624847,8,9,12.04159458,8,9,12.04159458,8,9,12.04159458,8,8,11.3137085,8,9,12.04159458,8,8,11.3137085,8,8,11.3137085,0,0,0,8,8,11.3137085,8,7,10.63014581,8,7,10.63014581,8,7,10.63014581,8,7,10.63014581,8,7,10.63014581,8,7,10.63014581,8,6,10,8,6,10,8,5,9.433981132,8,5,9.433981132,8,5,9.433981132,9,5,10.29563014,9,4,9.848857802,8,4,8.94427191,9,4,9.848857802,9,3,9.486832981,9,2,9.219544457,9,3,9.486832981,9,2,9.219544457,10,1,10.04987562,10,2,10.19803903,10,1,10.04987562,11,0,11,11,0,11,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.33907,0.0109,1,84,-64,105.6030303,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,-12,14,18.43908891,-13,14,19.10497317,-13,13,18.38477631,-13,13,18.38477631,-14,12,18.43908891,-14,11,17.80449381,-13,10,16.40121947,-13,10,16.40121947,-13,9,15.8113883,-13,9,15.8113883,-13,8,15.26433752,-13,8,15.26433752,-13,8,15.26433752,-13,8,15.26433752,-13,8,15.26433752,-12,7,13.89244399,-13,7,14.76482306,-11,7,13.03840481,-12,7,13.89244399,-12,6,13.41640786,-12,6,13.41640786,-11,6,12.52996409,-11,6,12.52996409,-11,7,13.03840481,-11,7,13.03840481,-11,7,13.03840481,0,0,0,-10,6,11.66190379,-10,6,11.66190379,-10,7,12.20655562,-9,6,10.81665383,-10,7,12.20655562,-9,6,10.81665383,-9,7,11.40175425,-9,7,11.40175425,-9,7,11.40175425,-8,7,10.63014581,-8,8,11.3137085,-7,8,10.63014581,-7,8,10.63014581,-7,8,10.63014581,-6,7,9.219544457,-7,8,10.63014581,-6,8,10,-6,9,10.81665383,-6,9,10.81665383,-5,9,10.29563014,-5,10,11.18033989,-5,10,11.18033989,-5,10,11.18033989,-4,11,11.70469991,-4,11,11.70469991,-4,12,12.64911064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.34753,0.00846,1,84,-64,105.6030303,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,15,10,18.02775638,15,11,18.60107524,14,11,17.80449381,14,12,18.43908891,12,11,16.2788206,12,12,16.97056275,11,12,16.2788206,11,12,16.2788206,10,11,14.86606875,10,11,14.86606875,10,12,15.62049935,9,12,15,9,11,14.2126704,9,11,14.2126704,9,11,14.2126704,9,11,14.2126704,8,10,12.80624847,7,10,12.20655562,8,10,12.80624847,8,10,12.80624847,8,10,12.80624847,8,9,12.04159458,8,9,12.04159458,8,9,12.04159458,8,9,12.04159458,8,9,12.04159458,0,0,0,8,8,11.3137085,8,8,11.3137085,8,8,11.3137085,8,7,10.63014581,8,7,10.63014581,8,7,10.63014581,8,7,10.63014581,8,6,10,8,6,10,8,5,9.433981132,8,5,9.433981132,9,5,10.29563014,9,4,9.848857802,9,4,9.848857802,9,4,9.848857802,9,3,9.486832981,10,3,10.44030651,10,2,10.19803903,10,2,10.19803903,10,2,10.19803903,11,2,11.18033989,11,1,11.04536102,11,1,11.04536102,12,0,12,12,1,12.04159458,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.35816,0.01063,1,84,-64,105.6030303,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,-10,15,18.02775638,-11,15,18.60107524,-11,14,17.80449381,-12,14,18.43908891,-12,13,17.69180601,-12,12,16.97056275,-12,11,16.2788206,-12,11,16.2788206,-12,10,15.62049935,-12,10,15.62049935,-12,10,15.62049935,-12,9,15,-12,9,15,-11,9,14.2126704,-11,9,14.2126704,-11,8,13.60147051,-11,8,13.60147051,-11,7,13.03840481,-11,8,13.60147051,-10,8,12.80624847,-10,8,12.80624847,-10,8,12.80624847,-10,7,12.20655562,-10,8,12.80624847,-10,8,12.80624847,-10,8,12.80624847,0,0,0,-9,8,12.04159458,-9,8,12.04159458,-9,8,12.04159458,-8,7,10.63014581,-8,8,11.3137085,-8,7,10.63014581,-8,8,11.3137085,-7,8,10.63014581,-7,8,10.63014581,-7,8,10.63014581,-6,8,10,-6,8,10,-6,8,10,-6,9,10.81665383,-6,8,10,-5,9,10.29563014,-4,9,9.848857802,-5,9,10.29563014,-5,9,10.29563014,-4,10,10.77032961,-4,10,10.77032961,-4,10,10.77032961,-4,11,11.70469991,-3,11,11.40175425,-3,11,11.40175425,-3,12,12.36931688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.37531,0.01715,1,84,-64,105.6030303,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,-5,-19,19.6468827,-4,-19,19.41648784,-3,-19,19.23538406,-2,-19,19.10497317,-2,-18,18.11077028,0,-18,18,1,-17,17.02938637,1,-17,17.02938637,1,-17,17.02938637,1,-16,16.03121954,1,-16,16.03121954,1,-16,16.03121954,1,-16,16.03121954,1,-16,16.03121954,1,-15,15.03329638,1,-15,15.03329638,1,-14,14.03566885,1,-13,13.03840481,1,-14,14.03566885,1,-15,15.03329638,1,-14,14.03566885,1,-14,14.03566885,1,-13,13.03840481,1,-13,13.03840481,0,-13,13,0,-13,13,0,0,0,0,-12,12,-1,-12,12.04159458,-1,-13,13.03840481,-1,-12,12.04159458,-1,-12,12.04159458,-1,-12,12.04159458,-1,-12,12.04159458,-1,-12,12.04159458,-2,-11,11.18033989,-2,-11,11.18033989,-3,-11,11.40175425,-3,-11,11.40175425,-3,-11,11.40175425,-4,-11,11.70469991,-4,-10,10.77032961,-5,-11,12.08304597,-5,-11,12.08304597,-5,-11,12.08304597,-5,-11,12.08304597,-6,-10,11.66190379,-6,-11,12.52996409,-7,-11,13.03840481,-7,-11,13.03840481,-8,-11,13.60147051,-8,-11,13.60147051,-8,-11,13.60147051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.3817,0.00639,1,84,-64,105.6030303,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,-19,-4,19.41648784,-19,-4,19.41648784,-18,-5,18.68154169,-18,-6,18.97366596,-17,-6,18.02775638,-17,-7,18.38477631,-15,-7,16.55294536,-15,-7,16.55294536,-15,-7,16.55294536,-14,-7,15.65247584,-14,-7,15.65247584,-14,-8,16.1245155,-13,-7,14.76482306,-14,-7,15.65247584,-13,-7,14.76482306,-13,-7,14.76482306,-13,-6,14.31782106,-12,-6,13.41640786,-13,-7,14.76482306,-12,-6,13.41640786,-12,-6,13.41640786,-12,-6,13.41640786,-12,-6,13.41640786,-12,-6,13.41640786,-12,-6,13.41640786,-12,-6,13.41640786,0,0,0,-11,-5,12.08304597,-11,-5,12.08304597,-11,-5,12.08304597,-11,-4,11.70469991,-11,-4,11.70469991,-11,-4,11.70469991,-11,-4,11.70469991,-11,-3,11.40175425,-11,-3,11.40175425,-11,-3,11.40175425,-11,-2,11.18033989,-11,-2,11.18033989,-11,-2,11.18033989,-11,-1,11.04536102,-11,-1,11.04536102,-11,0,11,-11,0,11,-12,0,12,-12,0,12,-12,1,12.04159458,-12,1,12.04159458,-12,2,12.16552506,-12,2,12.16552506,-12,3,12.36931688,-13,2,13.15294644,-13,3,13.34166406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.39014,0.00844,1,84,-64,105.6030303,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,-21,12,24.18677324,-16,12,20,-16,8,17.88854382,-18,10,20.59126028,-17,8,18.78829423,-17,5,17.72004515,-18,5,18.68154169,-21,5,21.58703314,-18,3,18.24828759,-19,4,19.41648784,-17,6,18.02775638,-16,4,16.4924225,-19,5,19.6468827,-17,4,17.4642492,-17,2,17.11724277,-18,2,18.11077028,-17,2,17.11724277,-15,1,15.03329638,-16,1,16.03121954,-15,2,15.13274595,-16,0,16,-15,0,15,-15,1,15.03329638,-15,1,15.03329638,-14,0,14,-15,1,15.03329638,0,0,0,-15,0,15,-13,1,13.03840481,-15,1,15.03329638,-13,1,13.03840481,-14,1,14.03566885,-14,1,14.03566885,-13,0,13,-15,2,15.13274595,-15,-3,15.29705854,-22,-2,22.09072203,-16,2,16.1245155,-14,3,14.31782106,-13,3,13.34166406,-12,3,12.36931688,-13,2,13.15294644,-14,3,14.31782106,-12,3,12.36931688,-13,3,13.34166406,-13,4,13.60147051,-12,3,12.36931688,-13,4,13.60147051,-13,4,13.60147051,-13,5,13.92838828,-14,4,14.56021978,-14,4,14.56021978,-15,4,15.5241747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.40163,0.01149,1,84,-64,105.6030303,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,-11,-13,17.02938637,-10,-14,17.20465053,-10,-14,17.20465053,-9,-14,16.64331698,-9,-14,16.64331698,-8,-14,16.1245155,-7,-14,15.65247584,-6,-14,15.23154621,-6,-13,14.31782106,-6,-13,14.31782106,-6,-13,14.31782106,-6,-13,14.31782106,-6,-13,14.31782106,-5,-13,13.92838828,-5,-13,13.92838828,-5,-12,13,-5,-12,13,-5,-11,12.08304597,-5,-12,13,-5,-11,12.08304597,-5,-12,13,-4,-11,11.70469991,-4,-11,11.70469991,-5,-11,12.08304597,-5,-11,12.08304597,-5,-10,11.18033989,0,0,0,-5,-10,11.18033989,-5,-10,11.18033989,-5,-10,11.18033989,-5,-9,10.29563014,-6,-10,11.66190379,-5,-10,11.18033989,-5,-9,10.29563014,-6,-9,10.81665383,-6,-9,10.81665383,-6,-8,10,-7,-8,10.63014581,-7,-8,10.63014581,-7,-7,9.899494937,-7,-7,9.899494937,-7,-7,9.899494937,-7,-7,9.899494937,-8,-7,10.63014581,-8,-7,10.63014581,-8,-7,10.63014581,-8,-7,10.63014581,-9,-7,11.40175425,-9,-7,11.40175425,-9,-6,10.81665383,-10,-6,11.66190379,-10,-6,11.66190379,-11,-6,12.52996409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.4161,0.01447,1,84,-64,105.6030303,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,-5,8,9.433981132,-5,8,9.433981132,-6,8,10,-6,7,9.219544457,-6,7,9.219544457,-6,6,8.485281374,-6,6,8.485281374,-6,6,8.485281374,-6,5,7.810249676,-7,5,8.602325267,-7,5,8.602325267,-6,5,7.810249676,-6,5,7.810249676,-6,5,7.810249676,-6,4,7.211102551,-6,5,7.810249676,-6,4,7.211102551,-5,5,7.071067812,-5,4,6.403124237,-5,4,6.403124237,-5,4,6.403124237,-5,4,6.403124237,-5,4,6.403124237,-5,4,6.403124237,-5,4,6.403124237,-4,4,5.656854249,0,0,0,-4,4,5.656854249,-4,4,5.656854249,-4,4,5.656854249,-4,4,5.656854249,-4,4,5.656854249,-4,4,5.656854249,-4,4,5.656854249,-3,4,5,-3,4,5,-3,5,5.830951895,-3,5,5.830951895,-3,5,5.830951895,-3,4,5,-3,5,5.830951895,-3,5,5.830951895,-2,5,5.385164807,-2,5,5.385164807,-2,5,5.385164807,-2,5,5.385164807,-2,5,5.385164807,-2,5,5.385164807,-1,5,5.099019514,-1,6,6.08276253,-1,6,6.08276253,-1,6,6.08276253,-1,6,6.08276253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.4216,0.0055,1,84,-64,105.6030303,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,-1,17,17.02938637,-3,16,16.2788206,-3,16,16.2788206,-4,15,15.5241747,-5,14,14.86606875,-5,14,14.86606875,-5,14,14.86606875,-6,13,14.31782106,-6,12,13.41640786,-5,13,13.92838828,-5,13,13.92838828,-5,12,13,-5,12,13,-5,12,13,-6,12,13.41640786,-6,11,12.52996409,-6,11,12.52996409,-5,10,11.18033989,-5,10,11.18033989,-5,10,11.18033989,-5,10,11.18033989,-5,10,11.18033989,-5,9,10.29563014,-5,9,10.29563014,-5,11,12.08304597,-4,10,10.77032961,0,0,0,-4,9,9.848857802,-3,9,9.486832981,-3,10,10.44030651,-3,9,9.486832981,-3,9,9.486832981,-3,9,9.486832981,-3,9,9.486832981,-2,9,9.219544457,-2,9,9.219544457,-1,9,9.055385138,-1,9,9.055385138,-1,9,9.055385138,0,9,9,0,9,9,0,9,9,0,9,9,1,9,9.055385138,1,9,9.055385138,1,9,9.055385138,1,9,9.055385138,2,9,9.219544457,2,10,10.19803903,3,10,10.44030651,3,10,10.44030651,3,10,10.44030651,3,10,10.44030651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.42759,0.00599,1,84,-64,105.6030303,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,-13,13,18.38477631,-14,12,18.43908891,-15,11,18.60107524,-15,13,19.84943324,-15,11,18.60107524,-16,10,18.86796226,-14,8,16.1245155,-13,7,14.76482306,-14,8,16.1245155,-14,6,15.23154621,-15,8,17,-13,6,14.31782106,-12,6,13.41640786,-13,7,14.76482306,-15,6,16.15549442,-13,6,14.31782106,-14,7,15.65247584,-11,5,12.08304597,-12,6,13.41640786,-11,6,12.52996409,-12,7,13.89244399,-12,5,13,-10,6,11.66190379,-10,6,11.66190379,-10,7,12.20655562,-11,7,13.03840481,0,0,0,-10,6,11.66190379,-9,7,11.40175425,-9,8,12.04159458,-10,7,12.20655562,-9,9,12.72792206,-9,7,11.40175425,-8,8,11.3137085,-9,8,12.04159458,-7,5,8.602325267,-5,6,7.810249676,-7,9,11.40175425,-7,9,11.40175425,-7,7,9.899494937,-8,9,12.04159458,-6,8,10,-5,8,9.433981132,-5,9,10.29563014,-5,10,11.18033989,-6,10,11.66190379,-6,9,10.81665383,-5,10,11.18033989,-5,11,12.08304597,-3,10,10.44030651,-3,12,12.36931688,-4,12,12.64911064,-3,12,12.36931688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.43852,0.01093,1,84,-64,105.6030303,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,-16,18.86796226,11,-15,18.60107524,11,-15,18.60107524,12,-14,18.43908891,12,-13,17.69180601,12,-12,16.97056275,12,-11,16.2788206,12,-10,15.62049935,12,-10,15.62049935,12,-10,15.62049935,11,-10,14.86606875,11,-10,14.86606875,11,-10,14.86606875,11,-9,14.2126704,11,-9,14.2126704,11,-9,14.2126704,10,-8,12.80624847,10,-8,12.80624847,10,-9,13.45362405,10,-8,12.80624847,10,-8,12.80624847,10,-8,12.80624847,9,-8,12.04159458,9,-8,12.04159458,9,-8,12.04159458,9,-8,12.04159458,0,0,0,8,-8,11.3137085,8,-8,11.3137085,8,-9,12.04159458,7,-8,10.63014581,7,-8,10.63014581,7,-9,11.40175425,7,-8,10.63014581,7,-8,10.63014581,6,-8,10,6,-8,10,5,-9,10.29563014,5,-9,10.29563014,4,-10,10.77032961,4,-10,10.77032961,4,-10,10.77032961,4,-10,10.77032961,4,-10,10.77032961,4,-11,11.70469991,4,-11,11.70469991,3,-11,11.40175425,3,-11,11.40175425,3,-12,12.36931688,2,-12,12.16552506,1,-13,13.03840481,2,-13,13.15294644,2,-12,12.16552506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.45073,0.01221,1,84,-64,105.6030303,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,-6,16,17.08800749,-6,15,16.15549442,-7,15,16.55294536,-8,15,17,-8,14,16.1245155,-8,13,15.26433752,-8,12,14.4222051,-9,12,15,-8,12,14.4222051,-8,11,13.60147051,-9,11,14.2126704,-9,11,14.2126704,-9,11,14.2126704,-8,10,12.80624847,-8,10,12.80624847,-8,10,12.80624847,-8,9,12.04159458,-8,9,12.04159458,-8,9,12.04159458,-8,9,12.04159458,-8,9,12.04159458,-7,8,10.63014581,-7,8,10.63014581,-7,8,10.63014581,-6,8,10,-7,8,10.63014581,0,0,0,-6,8,10,-6,8,10,-6,8,10,-6,8,10,-5,8,9.433981132,-5,8,9.433981132,-5,8,9.433981132,-4,8,8.94427191,-4,8,8.94427191,-4,8,8.94427191,-3,8,8.544003745,-3,8,8.544003745,-3,9,9.486832981,-3,9,9.486832981,-2,8,8.246211251,-2,9,9.219544457,-2,9,9.219544457,-1,9,9.055385138,-1,9,9.055385138,-1,9,9.055385138,-1,10,10.04987562,-1,10,10.04987562,0,10,10,0,10,10,1,10,10.04987562,1,11,11.04536102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.45772,0.00699,1,84,-64,105.6030303,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,-3,-17,17.2626765,-2,-19,19.10497317,-1,-17,17.02938637,-2,-18,18.11077028,1,-15,15.03329638,0,-17,17,1,-15,15.03329638,1,-15,15.03329638,0,-15,15,1,-14,14.03566885,1,-15,15.03329638,1,-14,14.03566885,2,-13,13.15294644,1,-14,14.03566885,1,-14,14.03566885,3,-13,13.34166406,1,-13,13.03840481,1,-11,11.04536102,2,-13,13.15294644,1,-12,12.04159458,1,-12,12.04159458,1,-12,12.04159458,0,-10,10,0,-11,11,1,-11,11.04536102,0,-11,11,0,0,0,-1,-10,10.04987562,-1,-11,11.04536102,-1,-10,10.04987562,-1,-10,10.04987562,-2,-11,11.18033989,-1,-11,11.04536102,-1,-10,10.04987562,-3,-11,11.40175425,-1,-8,8.062257748,-4,-7,8.062257748,-4,-9,9.848857802,-3,-9,9.486832981,-3,-10,10.44030651,-4,-9,9.848857802,-4,-9,9.848857802,-5,-9,10.29563014,-5,-9,10.29563014,-6,-9,10.81665383,-6,-9,10.81665383,-6,-8,10,-6,-9,10.81665383,-7,-9,11.40175425,-7,-8,10.63014581,-8,-8,11.3137085,-8,-8,11.3137085,-8,-9,12.04159458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.46822,0.0105,1,84,-64,105.6030303,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,17,8,18.78829423,16,9,18.35755975,15,10,18.02775638,15,10,18.02775638,14,10,17.20465053,13,11,17.02938637,12,11,16.2788206,11,12,16.2788206,12,11,16.2788206,11,10,14.86606875,11,10,14.86606875,10,10,14.14213562,10,10,14.14213562,10,10,14.14213562,10,10,14.14213562,9,9,12.72792206,9,9,12.72792206,8,8,11.3137085,9,9,12.72792206,9,9,12.72792206,8,9,12.04159458,9,8,12.04159458,8,8,11.3137085,9,7,11.40175425,8,7,10.63014581,9,8,12.04159458,0,0,0,9,7,11.40175425,8,6,10,9,6,10.81665383,9,5,10.29563014,9,6,10.81665383,9,5,10.29563014,9,5,10.29563014,9,5,10.29563014,9,4,9.848857802,9,4,9.848857802,9,3,9.486832981,9,3,9.486832981,9,3,9.486832981,9,2,9.219544457,10,2,10.19803903,10,1,10.04987562,10,1,10.04987562,10,1,10.04987562,11,1,11.04536102,10,0,10,11,1,11.04536102,11,0,11,11,-1,11.04536102,12,-1,12.04159458,12,-2,12.16552506,12,-1,12.04159458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.47801,0.00979,1,84,-64,105.6030303,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,13,14,19.10497317,12,14,18.43908891,11,14,17.80449381,11,15,18.60107524,10,14,17.20465053,9,15,17.49285568,8,14,16.1245155,7,14,15.65247584,7,14,15.65247584,7,14,15.65247584,6,13,14.31782106,7,13,14.76482306,6,13,14.31782106,6,12,13.41640786,5,13,13.92838828,6,12,13.41640786,5,12,13,5,11,12.08304597,5,12,13,5,12,13,5,11,12.08304597,5,11,12.08304597,5,10,11.18033989,5,10,11.18033989,6,10,11.66190379,6,10,11.66190379,0,0,0,5,9,10.29563014,6,9,10.81665383,6,9,10.81665383,6,8,10,6,9,10.81665383,6,8,10,6,8,10,6,7,9.219544457,6,7,9.219544457,7,7,9.899494937,7,6,9.219544457,7,6,9.219544457,7,6,9.219544457,8,6,10,8,5,9.433981132,8,5,9.433981132,9,5,10.29563014,9,5,10.29563014,9,4,9.848857802,9,4,9.848857802,9,4,9.848857802,10,4,10.77032961,11,3,11.40175425,11,3,11.40175425,11,3,11.40175425,11,3,11.40175425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.48769,0.00968,1,84,-64,105.6030303,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,-19,-2,19.10497317,-20,-2,20.09975124,-19,-3,19.23538406,-20,-4,20.39607805,-18,-4,18.43908891,-18,-5,18.68154169,-16,-5,16.76305461,-16,-5,16.76305461,-16,-6,17.08800749,-16,-5,16.76305461,-15,-6,16.15549442,-15,-6,16.15549442,-15,-6,16.15549442,-14,-6,15.23154621,-14,-6,15.23154621,-13,-5,13.92838828,-14,-6,15.23154621,-12,-5,13,-13,-6,14.31782106,-12,-5,13,-12,-5,13,-13,-5,13.92838828,-12,-5,13,-12,-4,12.64911064,-12,-4,12.64911064,-12,-4,12.64911064,0,0,0,-12,-3,12.36931688,-11,-3,11.40175425,-12,-3,12.36931688,-11,-3,11.40175425,-11,-3,11.40175425,-11,-2,11.18033989,-11,-2,11.18033989,-11,-2,11.18033989,-11,-2,11.18033989,-10,-1,10.04987562,-11,0,11,-11,0,11,-11,1,11.04536102,-11,1,11.04536102,-10,1,10.04987562,-11,1,11.04536102,-10,2,10.19803903,-10,2,10.19803903,-11,2,11.18033989,-11,3,11.40175425,-11,3,11.40175425,-11,4,11.70469991,-11,4,11.70469991,-11,5,12.08304597,-11,5,12.08304597,-11,6,12.52996409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.49776,0.01007,1,84,-64,105.6030303,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,-19,1,19.02629759,-19,0,19,-20,0,20,-19,-1,19.02629759,-18,-2,18.11077028,-18,-2,18.11077028,-17,-3,17.2626765,-17,-4,17.4642492,-16,-4,16.4924225,-16,-4,16.4924225,-16,-4,16.4924225,-15,-4,15.5241747,-15,-4,15.5241747,-15,-4,15.5241747,-15,-4,15.5241747,-14,-4,14.56021978,-14,-4,14.56021978,-13,-4,13.60147051,-13,-4,13.60147051,-13,-4,13.60147051,-13,-4,13.60147051,-12,-4,12.64911064,-12,-3,12.36931688,-12,-3,12.36931688,-12,-3,12.36931688,-12,-3,12.36931688,0,0,0,-12,-2,12.16552506,-11,-2,11.18033989,-12,-2,12.16552506,-11,-1,11.04536102,-11,-1,11.04536102,-11,-2,11.18033989,-11,-1,11.04536102,-11,-1,11.04536102,-11,-1,11.04536102,-11,0,11,-10,0,10,-11,1,11.04536102,-11,1,11.04536102,-10,2,10.19803903,-10,1,10.04987562,-10,2,10.19803903,-11,2,11.18033989,-11,3,11.40175425,-10,3,10.44030651,-11,3,11.40175425,-11,3,11.40175425,-10,4,10.77032961,-11,5,12.08304597,-11,5,12.08304597,-11,5,12.08304597,-11,6,12.52996409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.50805,0.01029,1,84,-64,105.6030303,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,17,-5,17.72004515,17,-4,17.4642492,18,-4,18.43908891,18,-2,18.11077028,17,-2,17.11724277,16,-2,16.1245155,16,0,16,16,0,16,15,1,15.03329638,15,1,15.03329638,15,1,15.03329638,14,0,14,14,0,14,14,1,14.03566885,13,1,13.03840481,13,0,13,13,0,13,12,0,12,12,0,12,12,1,12.04159458,11,0,11,12,0,12,11,0,11,11,-1,11.04536102,12,-1,12.04159458,11,-1,11.04536102,0,0,0,11,-1,11.04536102,10,-2,10.19803903,10,-2,10.19803903,10,-2,10.19803903,10,-2,10.19803903,10,-2,10.19803903,10,-3,10.44030651,9,-3,9.486832981,9,-3,9.486832981,9,-4,9.848857802,9,-4,9.848857802,8,-4,8.94427191,9,-4,9.848857802,8,-5,9.433981132,8,-5,9.433981132,8,-6,10,8,-6,10,8,-6,10,8,-6,10,7,-7,9.899494937,8,-7,10.63014581,8,-8,11.3137085,7,-8,10.63014581,7,-9,11.40175425,8,-9,12.04159458,7,-10,12.20655562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.52052,0.01247,1,84,-64,105.6030303,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,18,18.02775638,-1,18,18.02775638,1,18,18.02775638,-3,18,18.24828759,-3,16,16.2788206,-4,16,16.4924225,-4,17,17.4642492,-4,14,14.56021978,-5,14,14.86606875,-4,14,14.56021978,-4,14,14.56021978,-4,14,14.56021978,-5,13,13.92838828,-5,14,14.86606875,-6,12,13.41640786,-4,13,13.60147051,-4,11,11.70469991,-3,10,10.44030651,-3,13,13.34166406,-4,10,10.77032961,-4,11,11.70469991,-5,11,12.08304597,-5,13,13.92838828,-3,12,12.36931688,-3,11,11.40175425,-2,10,10.19803903,0,0,0,-3,10,10.44030651,-1,10,10.04987562,-2,11,11.18033989,-2,8,8.246211251,-1,10,10.04987562,-1,10,10.04987562,-1,10,10.04987562,1,9,9.055385138,0,9,9,0,10,10,1,9,9.055385138,1,9,9.055385138,1,10,10.04987562,2,10,10.19803903,2,9,9.219544457,3,8,8.544003745,3,9,9.486832981,3,9,9.486832981,3,9,9.486832981,4,8,8.94427191,3,9,9.486832981,4,9,9.848857802,4,9,9.848857802,7,9,11.40175425,5,10,11.18033989,5,9,10.29563014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
