real_timestamp,TXSpot,R1,I1,Mag1,R2,I2,Mag2,R3,I3,Mag3,R4,I4,Mag4,R5,I5,Mag5,R6,I6,Mag6,R7,I7,Mag7,R8,I8,Mag8,R9,I9,Mag9,R10,I10,Mag10,R11,I11,Mag11,R12,I12,Mag12,R13,I13,Mag13,R14,I14,Mag14,R15,I15,Mag15,R16,I16,Mag16,R17,I17,Mag17,R18,I18,Mag18,R19,I19,Mag19,R20,I20,Mag20,R21,I21,Mag21,R22,I22,Mag22,R23,I23,Mag23,R24,I24,Mag24,R25,I25,Mag25,R26,I26,Mag26,R27,I27,Mag27,R28,I28,Mag28,R29,I29,Mag29,R30,I30,Mag30,R31,I31,Mag31,R32,I32,Mag32,R33,I33,Mag33,R34,I34,Mag34,R35,I35,Mag35,R36,I36,Mag36,R37,I37,Mag37,R38,I38,Mag38,R39,I39,Mag39,R40,I40,Mag40,R41,I41,Mag41,R42,I42,Mag42,R43,I43,Mag43,R44,I44,Mag44,R45,I45,Mag45,R46,I46,Mag46,R47,I47,Mag47,R48,I48,Mag48,R49,I49,Mag49,R50,I50,Mag50,R51,I51,Mag51,R52,I52,Mag52,R53,I53,Mag53,R54,I54,Mag54,R55,I55,Mag55,R56,I56,Mag56,R57,I57,Mag57,R58,I58,Mag58,R59,I59,Mag59,R60,I60,Mag60,R61,I61,Mag61,R62,I62,Mag62,R63,I63,Mag63,R64,I64,Mag64
4.17408,1,84,-64,105.6030303,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,7,12.20655562,9,7,11.40175425,7,7,9.899494937,8,8,11.3137085,7,7,9.899494937,6,8,10,6,5,7.810249676,3,7,7.615773106,3,8,8.544003745,2,7,7.280109889,-3,5,5.830951895,1,7,7.071067812,0,6,6,-1,6,6.08276253,-1,3,3.16227766,-3,6,6.708203932,-3,4,5,-4,5,6.403124237,-5,5,7.071067812,-5,4,6.403124237,-6,4,7.211102551,-7,3,7.615773106,-9,3,9.486832981,-8,3,8.544003745,-8,2,8.246211251,-9,2,9.219544457,0,0,0,-10,2,10.19803903,-10,2,10.19803903,-12,2,12.16552506,-11,2,11.18033989,-13,2,13.15294644,-13,2,13.15294644,-14,2,14.14213562,-13,3,13.34166406,-14,2,14.14213562,-16,3,16.2788206,-16,4,16.4924225,-16,8,17.88854382,-17,4,17.4642492,-18,5,18.68154169,-17,5,17.72004515,-23,7,24.04163056,-19,6,19.92485885,-19,6,19.92485885,-19,6,19.92485885,-21,5,21.58703314,-20,7,21.1896201,-20,8,21.54065923,-21,9,22.84731932,-20,9,21.9317122,-20,10,22.36067977,-20,11,22.82542442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.18049,1,84,-64,105.6030303,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,11,-10,14.86606875,8,-10,12.80624847,6,-10,11.66190379,5,-7,8.602325267,4,-5,6.403124237,5,-5,7.071067812,5,-5,7.071067812,1,-7,7.071067812,6,-4,7.211102551,5,0,5,3,-3,4.242640687,3,1,3.16227766,3,0,3,2,3,3.605551275,1,1,1.414213562,0,2,2,1,4,4.123105626,0,5,5,-2,4,4.472135955,0,5,5,-3,5,5.830951895,-3,7,7.615773106,-4,5,6.403124237,-3,6,6.708203932,-6,8,10,-5,9,10.29563014,0,0,0,-7,10,12.20655562,-7,9,11.40175425,-6,13,14.31782106,-6,9,10.81665383,-8,12,14.4222051,-7,12,13.89244399,-12,12,16.97056275,-9,17,19.23538406,-13,6,14.31782106,-6,8,10,-9,20,21.9317122,-10,17,19.72308292,-8,18,19.6977156,-10,18,20.59126028,-10,18,20.59126028,-9,19,21.02379604,-10,19,21.47091055,-9,19,21.02379604,-10,19,21.47091055,-11,20,22.82542442,-10,22,24.16609195,-10,21,23.2594067,-11,22,24.59674775,-9,23,24.69817807,-10,22,24.16609195,-9,22,23.76972865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.18685,1,84,-64,105.6030303,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,-6,9,10.81665383,-7,8,10.63014581,-7,7,9.899494937,-6,7,9.219544457,-6,6,8.485281374,-7,5,8.602325267,-7,4,8.062257748,-5,4,6.403124237,-5,4,6.403124237,-5,2,5.385164807,-5,2,5.385164807,-4,2,4.472135955,-3,1,3.16227766,-3,1,3.16227766,-3,0,3,-2,0,2,-1,0,1,0,-1,1,0,-1,1,1,-1,1.414213562,2,-1,2.236067977,3,-1,3.16227766,3,-2,3.605551275,3,-2,3.605551275,5,-2,5.385164807,5,-2,5.385164807,0,0,0,6,-2,6.32455532,7,-2,7.280109889,8,-3,8.544003745,8,-3,8.544003745,9,-3,9.486832981,9,-3,9.486832981,10,-4,10.77032961,10,-4,10.77032961,11,-4,11.70469991,11,-5,12.08304597,11,-5,12.08304597,12,-5,13,13,-5,13.92838828,13,-6,14.31782106,14,-5,14.86606875,14,-6,15.23154621,15,-6,16.15549442,15,-6,16.15549442,15,-7,16.55294536,15,-7,16.55294536,16,-6,17.08800749,16,-7,17.4642492,16,-8,17.88854382,16,-8,17.88854382,16,-8,17.88854382,17,-8,18.78829423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.19471,1,84,-64,105.6030303,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,13,-3,13.34166406,13,-2,13.15294644,13,-1,13.03840481,13,0,13,12,0,12,10,0,10,10,1,10.04987562,10,1,10.04987562,9,1,9.055385138,8,2,8.246211251,8,1,8.062257748,7,1,7.071067812,6,1,6.08276253,5,1,5.099019514,5,1,5.099019514,4,1,4.123105626,4,0,4,2,0,2,2,0,2,1,-1,1.414213562,1,-2,2.236067977,0,-2,2,-1,-3,3.16227766,-1,-4,4.123105626,-1,-4,4.123105626,-2,-5,5.385164807,0,0,0,-3,-6,6.708203932,-3,-6,6.708203932,-3,-7,7.615773106,-4,-7,8.062257748,-5,-8,9.433981132,-5,-9,10.29563014,-5,-10,11.18033989,-5,-10,11.18033989,-6,-11,12.52996409,-7,-10,12.20655562,-8,-12,14.4222051,-8,-12,14.4222051,-9,-12,15,-9,-13,15.8113883,-9,-13,15.8113883,-10,-14,17.20465053,-10,-14,17.20465053,-10,-14,17.20465053,-10,-15,18.02775638,-11,-15,18.60107524,-10,-16,18.86796226,-11,-16,19.41648784,-12,-16,20,-14,-15,20.51828453,-13,-16,20.61552813,-13,-16,20.61552813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.20313,1,84,-64,105.6030303,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,11,5,12.08304597,10,5,11.18033989,11,6,12.52996409,10,6,11.66190379,10,6,11.66190379,8,6,10,8,6,10,8,7,10.63014581,7,7,9.899494937,6,7,9.219544457,5,6,7.810249676,5,6,7.810249676,5,5,7.071067812,4,5,6.403124237,4,5,6.403124237,4,4,5.656854249,3,4,5,2,3,3.605551275,2,2,2.828427125,2,2,2.828427125,2,1,2.236067977,2,1,2.236067977,1,-1,1.414213562,2,-1,2.236067977,2,-2,2.828427125,2,-2,2.828427125,0,0,0,2,-3,3.605551275,2,-4,4.472135955,1,-5,5.099019514,1,-6,6.08276253,1,-6,6.08276253,2,-7,7.280109889,2,-7,7.280109889,1,-8,8.062257748,1,-8,8.062257748,1,-8,8.062257748,1,-9,9.055385138,1,-10,10.04987562,1,-11,11.04536102,1,-11,11.04536102,1,-11,11.04536102,0,-12,12,1,-13,13.03840481,0,-13,13,0,-14,14,0,-14,14,0,-14,14,0,-15,15,0,-15,15,-1,-16,16.03121954,0,-16,16,-1,-16,16.03121954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.21521,1,84,-64,105.6030303,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,-9,14,16.64331698,-9,14,16.64331698,-10,13,16.40121947,-11,14,17.80449381,-11,12,16.2788206,-10,12,15.62049935,-10,11,14.86606875,-10,10,14.14213562,-10,10,14.14213562,-10,9,13.45362405,-10,9,13.45362405,-10,8,12.80624847,-9,7,11.40175425,-9,7,11.40175425,-9,6,10.81665383,-8,6,10,-7,5,8.602325267,-7,4,8.062257748,-6,4,7.211102551,-5,3,5.830951895,-5,3,5.830951895,-4,2,4.472135955,-3,2,3.605551275,-3,1,3.16227766,-2,2,2.828427125,-1,1,1.414213562,0,0,0,0,0,0,0,0,0,1,-1,1.414213562,1,-1,1.414213562,2,-2,2.828427125,2,-3,3.605551275,2,-3,3.605551275,2,-4,4.472135955,3,-4,5,3,-5,5.830951895,3,-6,6.708203932,3,-7,7.615773106,3,-7,7.615773106,3,-9,9.486832981,4,-9,9.848857802,4,-10,10.77032961,3,-11,11.40175425,3,-11,11.40175425,3,-12,12.36931688,3,-12,12.36931688,3,-13,13.34166406,2,-13,13.15294644,1,-14,14.03566885,0,-15,15,1,-15,15.03329638,0,-16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.22321,1,84,-64,105.6030303,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,-12,16,20,-12,16,20,-13,16,20.61552813,-13,16,20.61552813,-12,15,19.20937271,-12,14,18.43908891,-13,13,18.38477631,-12,12,16.97056275,-12,12,16.97056275,-11,11,15.55634919,-12,11,16.2788206,-11,10,14.86606875,-11,10,14.86606875,-10,9,13.45362405,-9,8,12.04159458,-9,7,11.40175425,-9,6,10.81665383,-8,5,9.433981132,-7,6,9.219544457,-6,5,7.810249676,-6,4,7.211102551,-5,3,5.830951895,-4,3,5,-4,2,4.472135955,-4,2,4.472135955,-4,1,4.123105626,0,0,0,-2,-1,2.236067977,-2,-1,2.236067977,-2,-1,2.236067977,-2,-1,2.236067977,-2,-3,3.605551275,-2,-3,3.605551275,-1,-4,4.123105626,-2,-5,5.385164807,-2,-6,6.32455532,-2,-6,6.32455532,-3,-7,7.615773106,-3,-7,7.615773106,-3,-8,8.544003745,-4,-8,8.94427191,-4,-9,9.848857802,-5,-10,11.18033989,-5,-10,11.18033989,-6,-10,11.66190379,-8,-10,12.80624847,-8,-11,13.60147051,-9,-11,14.2126704,-9,-12,15,-10,-12,15.62049935,-11,-12,16.2788206,-12,-11,16.2788206,-13,-11,17.02938637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.23903,1,84,-64,105.6030303,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,-11,18,21.09502311,-12,17,20.80865205,-12,18,21.63330765,-13,18,22.20360331,-13,16,20.61552813,-12,15,19.20937271,-12,14,18.43908891,-12,13,17.69180601,-12,12,16.97056275,-11,12,16.2788206,-11,12,16.2788206,-11,11,15.55634919,-11,10,14.86606875,-10,9,13.45362405,-11,9,14.2126704,-9,8,12.04159458,-9,7,11.40175425,-8,6,10,-8,7,10.63014581,-8,5,9.433981132,-8,4,8.94427191,-8,4,8.94427191,-7,3,7.615773106,-8,2,8.246211251,-7,2,7.280109889,-6,1,6.08276253,0,0,0,-7,1,7.071067812,-7,0,7,-6,1,6.08276253,-7,0,7,-8,-1,8.062257748,-8,0,8,-9,-2,9.219544457,-9,-1,9.055385138,-9,-1,9.055385138,-10,-1,10.04987562,-11,0,11,-11,0,11,-12,0,12,-12,0,12,-13,1,13.03840481,-14,1,14.03566885,-14,2,14.14213562,-15,2,15.13274595,-15,3,15.29705854,-15,4,15.5241747,-15,4,15.5241747,-16,6,17.08800749,-16,7,17.4642492,-16,8,17.88854382,-17,8,18.78829423,-16,9,18.35755975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.24523,1,84,-64,105.6030303,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,-18,-14,22.8035085,-16,-14,21.26029163,-17,-14,22.02271555,-17,-15,22.6715681,-15,-15,21.21320344,-14,-13,19.10497317,-13,-14,19.10497317,-12,-14,18.43908891,-12,-14,18.43908891,-11,-13,17.02938637,-11,-14,17.80449381,-11,-13,17.02938637,-9,-13,15.8113883,-9,-12,15,-7,-12,13.89244399,-7,-11,13.03840481,-6,-10,11.66190379,-5,-10,11.18033989,-5,-10,11.18033989,-4,-8,8.94427191,-3,-9,9.486832981,-3,-8,8.544003745,-2,-8,8.246211251,-2,-8,8.246211251,-1,-8,8.062257748,-1,-7,7.071067812,0,0,0,0,-7,7,1,-7,7.071067812,1,-7,7.071067812,1,-8,8.062257748,1,-9,9.055385138,3,-9,9.486832981,3,-9,9.486832981,3,-10,10.44030651,3,-10,10.44030651,2,-11,11.18033989,3,-11,11.40175425,2,-12,12.16552506,3,-14,14.31782106,3,-13,13.34166406,2,-14,14.14213562,1,-15,15.03329638,1,-17,17.02938637,1,-16,16.03121954,0,-17,17,-2,-17,17.11724277,-1,-18,18.02775638,-3,-19,19.23538406,-4,-19,19.41648784,-4,-20,20.39607805,-5,-20,20.61552813,-6,-18,18.97366596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.25387,1,84,-64,105.6030303,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,-2,13,13.15294644,-3,13,13.34166406,-3,13,13.34166406,-3,13,13.34166406,-5,11,12.08304597,-5,10,11.18033989,-6,9,10.81665383,-6,9,10.81665383,-6,8,10,-6,7,9.219544457,-6,7,9.219544457,-6,7,9.219544457,-7,5,8.602325267,-6,5,7.810249676,-6,4,7.211102551,-7,3,7.615773106,-7,2,7.280109889,-6,2,6.32455532,-7,1,7.071067812,-7,0,7,-7,0,7,-7,-1,7.071067812,-7,-1,7.071067812,-7,-2,7.280109889,-7,-2,7.280109889,-7,-3,7.615773106,0,0,0,-8,-4,8.94427191,-8,-3,8.544003745,-8,-4,8.94427191,-8,-4,8.94427191,-9,-4,9.848857802,-9,-4,9.848857802,-10,-5,11.18033989,-10,-4,10.77032961,-10,-5,11.18033989,-11,-4,11.70469991,-12,-4,12.64911064,-12,-3,12.36931688,-13,-3,13.34166406,-14,-3,14.31782106,-14,-3,14.31782106,-15,-2,15.13274595,-15,-2,15.13274595,-17,-2,17.11724277,-16,-2,16.1245155,-17,-1,17.02938637,-17,0,17,-18,0,18,-18,1,18.02775638,-19,3,19.23538406,-19,3,19.23538406,-19,3,19.23538406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.26692,1,84,-64,105.6030303,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,-14,-5,14.86606875,-13,-6,14.31782106,-12,-6,13.41640786,-11,-6,12.52996409,-10,-6,11.66190379,-9,-6,10.81665383,-8,-6,10,-7,-6,9.219544457,-6,-5,7.810249676,-5,-5,7.071067812,-4,-5,6.403124237,-3,-4,5,-3,-4,5,-2,-4,4.472135955,-2,-3,3.605551275,-1,-2,2.236067977,0,-2,2,1,0,1,1,-1,1.414213562,1,0,1,1,1,1.414213562,2,2,2.828427125,2,2,2.828427125,2,2,2.828427125,2,3,3.605551275,3,4,5,0,0,0,4,4,5.656854249,4,5,6.403124237,5,5,7.071067812,5,5,7.071067812,6,6,8.485281374,6,6,8.485281374,7,6,9.219544457,7,6,9.219544457,8,7,10.63014581,8,6,10,9,7,11.40175425,9,7,11.40175425,10,7,12.20655562,11,7,13.03840481,11,7,13.03840481,13,7,14.76482306,13,8,15.26433752,14,8,16.1245155,14,7,15.65247584,15,7,16.55294536,16,8,17.88854382,16,8,17.88854382,16,8,17.88854382,18,8,19.6977156,17,8,18.78829423,19,8,20.61552813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.2761,1,84,-64,105.6030303,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,15,15.29705854,2,15,15.13274595,1,15,15.03329638,0,15,15,-1,13,13.03840481,-1,12,12.04159458,-2,11,11.18033989,-2,10,10.19803903,-2,9,9.219544457,-2,9,9.219544457,-2,8,8.246211251,-2,7,7.280109889,-2,7,7.280109889,-2,6,6.32455532,-2,5,5.385164807,-1,4,4.123105626,-1,3,3.16227766,-1,2,2.236067977,0,2,2,0,1,1,1,1,1.414213562,1,0,1,1,-1,1.414213562,2,-1,2.236067977,3,-1,3.16227766,3,-2,3.605551275,0,0,0,3,-3,4.242640687,3,-3,4.242640687,4,-3,5,4,-4,5.656854249,4,-5,6.403124237,4,-5,6.403124237,5,-5,7.071067812,4,-6,7.211102551,5,-7,8.602325267,4,-7,8.062257748,5,-9,10.29563014,5,-9,10.29563014,5,-10,11.18033989,5,-10,11.18033989,5,-10,11.18033989,6,-12,13.41640786,6,-13,14.31782106,6,-13,14.31782106,5,-14,14.86606875,6,-14,15.23154621,6,-15,16.15549442,6,-15,16.15549442,6,-16,17.08800749,6,-17,18.02775638,6,-17,18.02775638,6,-17,18.02775638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.28564,1,84,-64,105.6030303,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,20,2,20.09975124,20,3,20.22374842,19,4,19.41648784,19,5,19.6468827,17,5,17.72004515,17,6,18.02775638,15,6,16.15549442,14,7,15.65247584,13,6,14.31782106,12,6,13.41640786,12,6,13.41640786,11,5,12.08304597,10,5,11.18033989,9,4,9.848857802,8,5,9.433981132,8,4,8.94427191,6,3,6.708203932,5,2,5.385164807,5,2,5.385164807,5,2,5.385164807,4,1,4.123105626,3,1,3.16227766,2,0,2,2,-1,2.236067977,2,-2,2.828427125,1,-2,2.236067977,0,0,0,0,-3,3,-1,-3,3.16227766,-2,-3,3.605551275,-2,-4,4.472135955,-3,-4,5,-3,-5,5.830951895,-4,-5,6.403124237,-5,-6,7.810249676,-5,-6,7.810249676,-7,-6,9.219544457,-8,-6,10,-8,-6,10,-9,-6,10.81665383,-10,-7,12.20655562,-11,-6,12.52996409,-12,-7,13.89244399,-12,-7,13.89244399,-14,-7,15.65247584,-15,-7,16.55294536,-15,-7,16.55294536,-15,-8,17,-16,-7,17.4642492,-17,-7,18.38477631,-19,-6,19.92485885,-18,-7,19.31320792,-20,-6,20.88061302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.2934,1,84,-64,105.6030303,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,-15,12,19.20937271,-15,11,18.60107524,-16,11,19.41648784,-16,11,19.41648784,-15,9,17.49285568,-14,8,16.1245155,-14,8,16.1245155,-14,6,15.23154621,-14,6,15.23154621,-13,6,14.31782106,-13,6,14.31782106,-12,5,13,-12,5,13,-11,4,11.70469991,-10,3,10.44030651,-10,4,10.77032961,-9,3,9.486832981,-8,3,8.544003745,-7,3,7.615773106,-6,2,6.32455532,-6,2,6.32455532,-5,2,5.385164807,-4,1,4.123105626,-3,1,3.16227766,-3,1,3.16227766,-2,1,2.236067977,0,0,0,-1,0,1,0,0,0,0,0,0,1,-1,1.414213562,1,-1,1.414213562,2,-2,2.828427125,2,-2,2.828427125,2,-3,3.605551275,3,-3,4.242640687,3,-4,5,3,-5,5.830951895,3,-5,5.830951895,4,-6,7.211102551,4,-7,8.062257748,4,-8,8.94427191,4,-9,9.848857802,4,-10,10.77032961,4,-11,11.70469991,5,-11,12.08304597,4,-11,11.70469991,5,-12,13,4,-13,13.60147051,4,-14,14.56021978,3,-15,15.29705854,3,-15,15.29705854,3,-15,15.29705854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.30407,1,84,-64,105.6030303,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,16,-18,24.08318916,15,-17,22.6715681,16,-17,23.34523506,16,-17,23.34523506,16,-16,22.627417,15,-15,21.21320344,15,-15,21.21320344,15,-15,21.21320344,14,-14,19.79898987,15,-13,19.84943324,14,-13,19.10497317,13,-11,17.02938637,13,-11,17.02938637,12,-11,16.2788206,12,-11,16.2788206,10,-11,14.86606875,9,-9,12.72792206,9,-9,12.72792206,8,-8,11.3137085,8,-8,11.3137085,6,-7,9.219544457,7,-6,9.219544457,6,-7,9.219544457,5,-6,7.810249676,5,-6,7.810249676,4,-4,5.656854249,0,0,0,2,-4,4.472135955,2,-2,2.828427125,2,-2,2.828427125,1,-2,2.236067977,2,-1,2.236067977,1,0,1,1,1,1.414213562,1,1,1.414213562,2,2,2.828427125,2,3,3.605551275,2,4,4.472135955,3,5,5.830951895,3,5,5.830951895,4,6,7.211102551,4,7,8.062257748,5,6,7.810249676,5,7,8.602325267,7,7,9.899494937,7,8,10.63014581,7,8,10.63014581,9,8,12.04159458,9,10,13.45362405,10,10,14.14213562,11,9,14.2126704,11,9,14.2126704,12,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.31726,1,84,-64,105.6030303,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,-9,14,16.64331698,-9,14,16.64331698,-9,14,16.64331698,-10,15,18.02775638,-11,13,17.02938637,-10,13,16.40121947,-11,13,17.02938637,-11,12,16.2788206,-11,12,16.2788206,-10,12,15.62049935,-11,12,16.2788206,-10,12,15.62049935,-11,12,16.2788206,-10,11,14.86606875,-11,11,15.55634919,-9,11,14.2126704,-10,11,14.86606875,-8,9,12.04159458,-9,10,13.45362405,-9,9,12.72792206,-8,8,11.3137085,-8,9,12.04159458,-7,8,10.63014581,-7,8,10.63014581,-7,8,10.63014581,-6,7,9.219544457,0,0,0,-6,6,8.485281374,-5,6,7.810249676,-6,6,8.485281374,-5,5,7.071067812,-6,6,8.485281374,-6,5,7.810249676,-6,5,7.810249676,-6,5,7.810249676,-6,5,7.810249676,-7,4,8.062257748,-6,5,7.810249676,-7,6,9.219544457,-6,6,8.485281374,-7,6,9.219544457,-7,6,9.219544457,-8,7,10.63014581,-7,8,10.63014581,-8,7,10.63014581,-9,8,12.04159458,-8,8,11.3137085,-9,8,12.04159458,-8,10,12.80624847,-8,10,12.80624847,-8,11,13.60147051,-8,11,13.60147051,-8,12,14.4222051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.33222,1,84,-64,105.6030303,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,-6,2,6.32455532,-5,0,5,-5,0,5,-6,-2,6.32455532,-5,-2,5.385164807,-5,-3,5.830951895,-5,-3,5.830951895,-4,-4,5.656854249,-5,-5,7.071067812,-4,-5,6.403124237,-4,-6,7.211102551,-3,-7,7.615773106,-3,-7,7.615773106,-3,-7,7.615773106,-3,-8,8.544003745,-3,-9,9.486832981,-2,-8,8.246211251,-1,-8,8.062257748,-2,-9,9.219544457,0,-9,9,-1,-10,10.04987562,-1,-10,10.04987562,1,-10,10.04987562,0,-10,10,1,-10,10.04987562,0,-10,10,0,0,0,0,-11,11,1,-11,11.04536102,1,-12,12.04159458,0,-12,12,2,-13,13.15294644,1,-13,13.03840481,1,-13,13.03840481,2,-14,14.14213562,1,-14,14.03566885,0,-14,14,0,-15,15,0,-16,16,1,-16,16.03121954,1,-17,17.02938637,0,-17,17,-1,-18,18.02775638,-1,-18,18.02775638,-1,-18,18.02775638,-1,-19,19.02629759,-2,-19,19.10497317,-2,-20,20.09975124,-2,-21,21.09502311,-2,-21,21.09502311,-3,-23,23.19482701,-2,-21,21.09502311,-3,-22,22.20360331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.35097,1,84,-64,105.6030303,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,-24,-9,25.63201124,-24,-12,26.83281573,-22,-11,24.59674775,-22,-12,25.05992817,-18,-11,21.09502311,-18,-12,21.63330765,-16,-12,20,-14,-12,18.43908891,-13,-11,17.02938637,-11,-12,16.2788206,-11,-11,15.55634919,-10,-10,14.14213562,-9,-10,13.45362405,-7,-9,11.40175425,-5,-8,9.433981132,-5,-7,8.602325267,-3,-7,7.615773106,-2,-6,6.32455532,-2,-5,5.385164807,-1,-4,4.123105626,1,-2,2.236067977,1,-3,3.16227766,1,-1,1.414213562,3,-1,3.16227766,2,-1,2.236067977,4,1,4.123105626,0,0,0,6,1,6.08276253,7,2,7.280109889,8,2,8.246211251,8,2,8.246211251,10,2,10.19803903,11,2,11.18033989,12,2,12.16552506,13,3,13.34166406,14,2,14.14213562,15,2,15.13274595,17,2,17.11724277,17,2,17.11724277,19,2,19.10497317,21,2,21.09502311,20,1,20.02498439,23,1,23.02172887,23,1,23.02172887,26,0,26,26,0,26,27,-1,27.01851217,28,-2,28.0713377,28,-2,28.0713377,29,-3,29.15475947,31,-4,31.25699922,30,-5,30.41381265,31,-6,31.57530681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.35691,1,84,-64,105.6030303,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,-15,-7,16.55294536,-15,-8,17,-14,-8,16.1245155,-13,-8,15.26433752,-12,-8,14.4222051,-11,-9,14.2126704,-10,-8,12.80624847,-9,-8,12.04159458,-9,-9,12.72792206,-8,-8,11.3137085,-7,-7,9.899494937,-7,-7,9.899494937,-6,-7,9.219544457,-5,-7,8.602325267,-5,-7,8.602325267,-5,-6,7.810249676,-4,-5,6.403124237,-3,-5,5.830951895,-2,-4,4.472135955,-1,-4,4.123105626,-1,-4,4.123105626,-1,-3,3.16227766,0,-3,3,0,-3,3,0,-2,2,1,-1,1.414213562,0,0,0,2,-1,2.236067977,3,-1,3.16227766,3,-1,3.16227766,4,-1,4.123105626,5,-1,5.099019514,5,-1,5.099019514,5,-1,5.099019514,6,0,6,7,-1,7.071067812,7,-1,7.071067812,8,-1,8.062257748,9,-2,9.219544457,10,-2,10.19803903,11,-2,11.18033989,10,-3,10.44030651,13,-3,13.34166406,11,-3,11.40175425,13,-5,13.92838828,14,-5,14.86606875,13,-5,13.92838828,14,-5,14.86606875,15,-7,16.55294536,14,-7,15.65247584,15,-9,17.49285568,15,-8,17,15,-9,17.49285568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.36898,1,84,-64,105.6030303,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,11,-13,17.02938637,12,-13,17.69180601,12,-12,16.97056275,13,-13,18.38477631,12,-11,16.2788206,12,-10,15.62049935,11,-10,14.86606875,12,-9,15,11,-8,13.60147051,10,-8,12.80624847,12,-6,13.41640786,11,-4,11.70469991,10,-6,11.66190379,10,-4,10.77032961,8,-3,8.544003745,9,-4,9.848857802,9,-4,9.848857802,6,-2,6.32455532,10,0,10,8,0,8,8,1,8.062257748,6,-2,6.32455532,4,2,4.472135955,6,0,6,9,3,9.486832981,8,3,8.544003745,0,0,0,5,5,7.071067812,6,0,6,7,3,7.615773106,8,2,8.246211251,4,5,6.403124237,7,2,7.280109889,6,4,7.211102551,7,3,7.615773106,8,3,8.544003745,8,5,9.433981132,9,6,10.81665383,6,6,8.485281374,10,7,12.20655562,12,6,13.41640786,13,8,15.26433752,13,7,14.76482306,14,7,15.65247584,14,7,15.65247584,16,7,17.4642492,16,5,16.76305461,17,6,18.02775638,17,5,17.72004515,18,5,18.68154169,20,5,20.61552813,20,5,20.61552813,21,3,21.21320344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
