real_timestamp,TXSpot,R1,I1,Mag1,R2,I2,Mag2,R3,I3,Mag3,R4,I4,Mag4,R5,I5,Mag5,R6,I6,Mag6,R7,I7,Mag7,R8,I8,Mag8,R9,I9,Mag9,R10,I10,Mag10,R11,I11,Mag11,R12,I12,Mag12,R13,I13,Mag13,R14,I14,Mag14,R15,I15,Mag15,R16,I16,Mag16,R17,I17,Mag17,R18,I18,Mag18,R19,I19,Mag19,R20,I20,Mag20,R21,I21,Mag21,R22,I22,Mag22,R23,I23,Mag23,R24,I24,Mag24,R25,I25,Mag25,R26,I26,Mag26,R27,I27,Mag27,R28,I28,Mag28,R29,I29,Mag29,R30,I30,Mag30,R31,I31,Mag31,R32,I32,Mag32,R33,I33,Mag33,R34,I34,Mag34,R35,I35,Mag35,R36,I36,Mag36,R37,I37,Mag37,R38,I38,Mag38,R39,I39,Mag39,R40,I40,Mag40,R41,I41,Mag41,R42,I42,Mag42,R43,I43,Mag43,R44,I44,Mag44,R45,I45,Mag45,R46,I46,Mag46,R47,I47,Mag47,R48,I48,Mag48,R49,I49,Mag49,R50,I50,Mag50,R51,I51,Mag51,R52,I52,Mag52,R53,I53,Mag53,R54,I54,Mag54,R55,I55,Mag55,R56,I56,Mag56,R57,I57,Mag57,R58,I58,Mag58,R59,I59,Mag59,R60,I60,Mag60,R61,I61,Mag61,R62,I62,Mag62,R63,I63,Mag63,R64,I64,Mag64
6.31944,3,84,-64,105.6030303,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,-7,11.40175425,10,-6,11.66190379,9,-6,10.81665383,10,-6,11.66190379,9,-6,10.81665383,9,-6,10.81665383,10,-5,11.18033989,9,-5,10.29563014,9,-5,10.29563014,9,-5,10.29563014,9,-5,10.29563014,9,-5,10.29563014,9,-5,10.29563014,9,-5,10.29563014,9,-5,10.29563014,9,-4,9.848857802,9,-5,10.29563014,8,-4,8.94427191,8,-4,8.94427191,9,-5,10.29563014,8,-4,8.94427191,8,-4,8.94427191,8,-4,8.94427191,8,-5,9.433981132,8,-5,9.433981132,8,-5,9.433981132,0,0,0,7,-5,8.602325267,8,-5,9.433981132,8,-5,9.433981132,7,-5,8.602325267,7,-5,8.602325267,7,-6,9.219544457,7,-5,8.602325267,7,-5,8.602325267,7,-6,9.219544457,7,-6,9.219544457,7,-6,9.219544457,7,-6,9.219544457,7,-6,9.219544457,7,-6,9.219544457,7,-6,9.219544457,7,-7,9.899494937,7,-7,9.899494937,8,-8,11.3137085,8,-7,10.63014581,7,-7,9.899494937,8,-7,10.63014581,8,-7,10.63014581,8,-8,11.3137085,8,-8,11.3137085,8,-8,11.3137085,8,-8,11.3137085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6.325,3,84,-64,105.6030303,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,-15,-5,15.8113883,-15,-5,15.8113883,-15,-5,15.8113883,-16,-6,17.08800749,-15,-6,16.15549442,-14,-6,15.23154621,-14,-7,15.65247584,-14,-6,15.23154621,-14,-6,15.23154621,-14,-7,15.65247584,-14,-7,15.65247584,-13,-7,14.76482306,-13,-7,14.76482306,-13,-7,14.76482306,-13,-7,14.76482306,-13,-7,14.76482306,-12,-7,13.89244399,-12,-7,13.89244399,-12,-7,13.89244399,-12,-7,13.89244399,-12,-7,13.89244399,-12,-7,13.89244399,-11,-7,13.03840481,-12,-7,13.89244399,-12,-7,13.89244399,-12,-6,13.41640786,0,0,0,-12,-6,13.41640786,-12,-6,13.41640786,-12,-6,13.41640786,-12,-5,13,-12,-5,13,-12,-5,13,-12,-5,13,-12,-5,13,-13,-5,13.92838828,-13,-4,13.60147051,-13,-4,13.60147051,-13,-4,13.60147051,-13,-4,13.60147051,-13,-4,13.60147051,-14,-4,14.56021978,-14,-4,14.56021978,-14,-5,14.86606875,-14,-4,14.56021978,-15,-4,15.5241747,-15,-4,15.5241747,-15,-4,15.5241747,-15,-5,15.8113883,-15,-4,15.5241747,-16,-4,16.4924225,-16,-4,16.4924225,-16,-5,16.76305461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6.33339,3,84,-64,105.6030303,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,-21,23.2594067,10,-21,23.2594067,10,-21,23.2594067,11,-21,23.70653918,11,-20,22.82542442,12,-19,22.47220505,12,-20,23.32380758,12,-18,21.63330765,12,-18,21.63330765,12,-18,21.63330765,11,-18,21.09502311,12,-18,21.63330765,11,-17,20.24845673,12,-16,20,11,-16,19.41648784,11,-17,20.24845673,11,-15,18.60107524,11,-15,18.60107524,12,-17,20.80865205,12,-15,19.20937271,11,-15,18.60107524,10,-16,18.86796226,12,-16,20,11,-15,18.60107524,10,-15,18.02775638,10,-15,18.02775638,0,0,0,10,-15,18.02775638,9,-15,17.49285568,8,-16,17.88854382,8,-15,17,9,-16,18.35755975,8,-16,17.88854382,9,-16,18.35755975,8,-17,18.78829423,8,-16,17.88854382,8,-16,17.88854382,8,-17,18.78829423,6,-16,17.08800749,7,-18,19.31320792,7,-18,19.31320792,7,-19,20.24845673,7,-19,20.24845673,7,-20,21.1896201,8,-19,20.61552813,8,-20,21.54065923,8,-20,21.54065923,8,-20,21.54065923,8,-20,21.54065923,8,-21,22.47220505,7,-21,22.13594362,8,-20,21.54065923,8,-21,22.47220505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6.34474,3,84,-64,105.6030303,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,20,-4,20.39607805,20,-4,20.39607805,20,-4,20.39607805,19,-3,19.23538406,20,-3,20.22374842,19,-2,19.10497317,18,-2,18.11077028,18,-2,18.11077028,18,-1,18.02775638,18,-1,18.02775638,19,-1,19.02629759,18,-1,18.02775638,18,-1,18.02775638,18,-1,18.02775638,18,0,18,17,-1,17.02938637,16,-1,16.03121954,17,-1,17.02938637,17,0,17,16,0,16,17,0,17,16,-1,16.03121954,16,0,16,16,-1,16.03121954,16,-1,16.03121954,16,-1,16.03121954,0,0,0,16,-1,16.03121954,15,-2,15.13274595,15,-2,15.13274595,15,-3,15.29705854,15,-3,15.29705854,15,-3,15.29705854,15,-3,15.29705854,15,-3,15.29705854,14,-4,14.56021978,15,-5,15.8113883,15,-4,15.5241747,15,-4,15.5241747,15,-5,15.8113883,15,-5,15.8113883,16,-5,16.76305461,16,-5,16.76305461,17,-6,18.02775638,17,-6,18.02775638,17,-6,18.02775638,17,-6,18.02775638,17,-6,18.02775638,17,-6,18.02775638,18,-7,19.31320792,18,-7,19.31320792,18,-7,19.31320792,18,-6,18.97366596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6.35303,3,84,-64,105.6030303,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,-14,16.64331698,9,-14,16.64331698,9,-13,15.8113883,9,-13,15.8113883,9,-13,15.8113883,10,-12,15.62049935,9,-12,15,10,-11,14.86606875,10,-11,14.86606875,9,-11,14.2126704,10,-11,14.86606875,10,-11,14.86606875,9,-11,14.2126704,9,-11,14.2126704,10,-10,14.14213562,9,-10,13.45362405,9,-10,13.45362405,9,-10,13.45362405,9,-10,13.45362405,10,-9,13.45362405,10,-10,14.14213562,9,-10,13.45362405,9,-9,12.72792206,9,-10,13.45362405,9,-9,12.72792206,9,-10,13.45362405,0,0,0,8,-9,12.04159458,7,-9,11.40175425,8,-10,12.80624847,8,-10,12.80624847,8,-10,12.80624847,8,-10,12.80624847,8,-10,12.80624847,7,-10,12.20655562,8,-10,12.80624847,7,-11,13.03840481,7,-11,13.03840481,7,-11,13.03840481,7,-11,13.03840481,7,-11,13.03840481,7,-12,13.89244399,7,-12,13.89244399,7,-13,14.76482306,8,-13,15.26433752,8,-13,15.26433752,8,-13,15.26433752,8,-13,15.26433752,7,-13,14.76482306,8,-13,15.26433752,8,-14,16.1245155,9,-13,15.8113883,9,-14,16.64331698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6.36391,3,84,-64,105.6030303,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,-16,16.4924225,5,-16,16.76305461,4,-15,15.5241747,5,-16,16.76305461,5,-15,15.8113883,5,-15,15.8113883,5,-15,15.8113883,5,-14,14.86606875,6,-15,16.15549442,5,-14,14.86606875,5,-14,14.86606875,6,-14,15.23154621,6,-14,15.23154621,5,-14,14.86606875,6,-13,14.31782106,5,-14,14.86606875,5,-13,13.92838828,5,-12,13,5,-13,13.92838828,5,-13,13.92838828,5,-13,13.92838828,5,-12,13,5,-12,13,5,-12,13,5,-12,13,4,-12,12.64911064,0,0,0,4,-12,12.64911064,4,-12,12.64911064,4,-13,13.60147051,4,-12,12.64911064,3,-13,13.34166406,4,-13,13.60147051,3,-13,13.34166406,3,-13,13.34166406,2,-13,13.15294644,2,-13,13.15294644,2,-13,13.15294644,2,-14,14.14213562,2,-14,14.14213562,2,-14,14.14213562,2,-14,14.14213562,2,-15,15.13274595,2,-15,15.13274595,2,-15,15.13274595,2,-15,15.13274595,2,-15,15.13274595,2,-15,15.13274595,2,-16,16.1245155,2,-16,16.1245155,1,-16,16.03121954,2,-16,16.1245155,2,-16,16.1245155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6.37139,3,84,-64,105.6030303,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,-18,-11,21.09502311,-18,-11,21.09502311,-18,-11,21.09502311,-18,-11,21.09502311,-18,-12,21.63330765,-16,-12,20,-17,-11,20.24845673,-16,-11,19.41648784,-15,-12,19.20937271,-15,-12,19.20937271,-15,-12,19.20937271,-14,-12,18.43908891,-15,-13,19.84943324,-14,-13,19.10497317,-14,-13,19.10497317,-15,-12,19.20937271,-13,-11,17.02938637,-13,-11,17.02938637,-13,-12,17.69180601,-13,-11,17.02938637,-13,-11,17.02938637,-13,-12,17.69180601,-13,-11,17.02938637,-12,-11,16.2788206,-13,-10,16.40121947,-12,-11,16.2788206,0,0,0,-12,-10,15.62049935,-13,-10,16.40121947,-14,-10,17.20465053,-13,-9,15.8113883,-13,-10,16.40121947,-13,-9,15.8113883,-14,-9,16.64331698,-14,-9,16.64331698,-14,-8,16.1245155,-14,-8,16.1245155,-15,-8,17,-14,-9,16.64331698,-15,-8,17,-16,-8,17.88854382,-16,-8,17.88854382,-16,-8,17.88854382,-17,-8,18.78829423,-17,-8,18.78829423,-17,-8,18.78829423,-17,-8,18.78829423,-17,-9,19.23538406,-18,-9,20.1246118,-18,-9,20.1246118,-18,-8,19.6977156,-18,-9,20.1246118,-18,-9,20.1246118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6.38815,3,84,-64,105.6030303,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,-16,16.4924225,4,-16,16.4924225,4,-16,16.4924225,4,-16,16.4924225,5,-15,15.8113883,5,-15,15.8113883,5,-15,15.8113883,5,-14,14.86606875,5,-14,14.86606875,5,-14,14.86606875,6,-14,15.23154621,6,-14,15.23154621,6,-14,15.23154621,6,-14,15.23154621,5,-13,13.92838828,6,-13,14.31782106,6,-12,13.41640786,6,-12,13.41640786,6,-13,14.31782106,5,-13,13.92838828,5,-12,13,6,-13,14.31782106,5,-12,13,6,-12,13.41640786,5,-12,13,5,-12,13,0,0,0,5,-12,13,4,-12,12.64911064,4,-12,12.64911064,4,-12,12.64911064,4,-12,12.64911064,4,-12,12.64911064,4,-13,13.60147051,3,-13,13.34166406,3,-13,13.34166406,3,-13,13.34166406,3,-13,13.34166406,3,-13,13.34166406,3,-13,13.34166406,3,-13,13.34166406,3,-14,14.31782106,3,-14,14.31782106,3,-14,14.31782106,3,-15,15.29705854,3,-15,15.29705854,3,-15,15.29705854,3,-16,16.2788206,3,-15,15.29705854,3,-16,16.2788206,3,-16,16.2788206,4,-16,16.4924225,4,-16,16.4924225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6.3942,3,84,-64,105.6030303,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,-20,-7,21.1896201,-20,-8,21.54065923,-20,-7,21.1896201,-20,-8,21.54065923,-19,-8,20.61552813,-19,-8,20.61552813,-18,-9,20.1246118,-18,-9,20.1246118,-17,-9,19.23538406,-17,-9,19.23538406,-18,-8,19.6977156,-17,-8,18.78829423,-17,-9,19.23538406,-17,-9,19.23538406,-17,-9,19.23538406,-16,-9,18.35755975,-16,-9,18.35755975,-15,-9,17.49285568,-16,-9,18.35755975,-15,-9,17.49285568,-15,-9,17.49285568,-15,-9,17.49285568,-14,-8,16.1245155,-15,-8,17,-15,-8,17,-15,-8,17,0,0,0,-14,-7,15.65247584,-15,-7,16.55294536,-15,-6,16.15549442,-14,-6,15.23154621,-15,-6,16.15549442,-15,-7,16.55294536,-15,-6,16.15549442,-15,-6,16.15549442,-15,-5,15.8113883,-16,-5,16.76305461,-16,-4,16.4924225,-16,-4,16.4924225,-17,-5,17.72004515,-17,-5,17.72004515,-17,-4,17.4642492,-18,-4,18.43908891,-18,-4,18.43908891,-19,-4,19.41648784,-18,-5,18.68154169,-19,-5,19.6468827,-18,-5,18.68154169,-19,-5,19.6468827,-19,-4,19.41648784,-20,-4,20.39607805,-20,-5,20.61552813,-20,-5,20.61552813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6.40107,3,84,-64,105.6030303,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,-1,23,23.02172887,-1,24,24.0208243,-1,23,23.02172887,-2,23,23.08679276,-2,22,22.09072203,-2,21,21.09502311,-3,20,20.22374842,-4,22,22.36067977,-3,21,21.21320344,-3,20,20.22374842,-5,21,21.58703314,-5,20,20.61552813,-4,20,20.39607805,-5,20,20.61552813,-5,20,20.61552813,-4,20,20.39607805,-5,19,19.6468827,-5,18,18.68154169,-5,19,19.6468827,-5,18,18.68154169,-5,19,19.6468827,-4,18,18.43908891,-5,17,17.72004515,-3,18,18.24828759,-4,18,18.43908891,-4,17,17.4642492,0,0,0,-4,16,16.4924225,-2,16,16.1245155,-2,17,17.11724277,-1,16,16.03121954,-2,17,17.11724277,-2,17,17.11724277,-2,16,16.1245155,-3,17,17.2626765,-2,18,18.11077028,-1,17,17.02938637,0,17,17,0,17,17,0,18,18,0,19,19,1,19,19.02629759,1,19,19.02629759,2,19,19.10497317,1,20,20.02498439,1,21,21.02379604,0,20,20,0,21,21,1,22,22.02271555,1,21,21.02379604,1,22,22.02271555,0,22,22,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6.41846,3,84,-64,105.6030303,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,-1,13,13.03840481,-1,13,13.03840481,-1,13,13.03840481,-2,13,13.15294644,-2,12,12.16552506,-2,13,13.15294644,-3,12,12.36931688,-2,12,12.16552506,-2,12,12.16552506,-2,11,11.18033989,-3,12,12.36931688,-2,12,12.16552506,-2,12,12.16552506,-3,12,12.36931688,-3,11,11.40175425,-3,11,11.40175425,-3,11,11.40175425,-3,10,10.44030651,-3,11,11.40175425,-3,10,10.44030651,-3,10,10.44030651,-3,10,10.44030651,-3,10,10.44030651,-3,11,11.40175425,-2,10,10.19803903,-2,10,10.19803903,0,0,0,-2,10,10.19803903,-2,10,10.19803903,-2,10,10.19803903,-2,10,10.19803903,-2,10,10.19803903,-2,10,10.19803903,-2,11,11.18033989,-1,10,10.04987562,-1,10,10.04987562,-1,10,10.04987562,-1,11,11.04536102,0,10,10,0,11,11,0,11,11,-1,11,11.04536102,0,12,12,0,11,11,0,12,12,0,12,12,0,12,12,0,12,12,0,13,13,0,12,12,1,13,13.03840481,0,13,13,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6.42443,3,84,-64,105.6030303,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,19,-3,19.23538406,20,-3,20.22374842,19,-3,19.23538406,20,-2,20.09975124,19,-2,19.10497317,19,-2,19.10497317,18,-1,18.02775638,18,-1,18.02775638,19,-1,19.02629759,18,-1,18.02775638,18,-1,18.02775638,18,-1,18.02775638,18,-1,18.02775638,17,-1,17.02938637,18,0,18,17,0,17,17,0,17,16,0,16,17,0,17,16,0,16,16,1,16.03121954,16,0,16,15,0,15,16,0,16,16,0,16,15,-1,15.03329638,0,0,0,15,-1,15.03329638,15,-1,15.03329638,16,-1,16.03121954,14,-2,14.14213562,15,-2,15.13274595,15,-2,15.13274595,15,-2,15.13274595,15,-2,15.13274595,15,-3,15.29705854,15,-3,15.29705854,15,-4,15.5241747,15,-4,15.5241747,15,-4,15.5241747,16,-5,16.76305461,16,-4,16.4924225,17,-5,17.72004515,16,-5,16.76305461,17,-5,17.72004515,17,-5,17.72004515,17,-5,17.72004515,18,-5,18.68154169,17,-5,17.72004515,17,-5,17.72004515,18,-6,18.97366596,18,-6,18.97366596,18,-6,18.97366596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6.43189,3,84,-64,105.6030303,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,17,19.72308292,10,17,19.72308292,10,17,19.72308292,9,17,19.23538406,9,17,19.23538406,8,17,18.78829423,8,17,18.78829423,7,17,18.38477631,7,17,18.38477631,7,17,18.38477631,7,16,17.4642492,7,16,17.4642492,6,17,18.02775638,7,17,18.38477631,6,16,17.08800749,6,16,17.08800749,6,15,16.15549442,6,15,16.15549442,6,15,16.15549442,6,16,17.08800749,5,15,15.8113883,5,15,15.8113883,5,15,15.8113883,6,15,16.15549442,6,14,15.23154621,6,14,15.23154621,0,0,0,6,14,15.23154621,6,14,15.23154621,7,14,15.65247584,6,13,14.31782106,7,14,15.65247584,7,13,14.76482306,8,13,15.26433752,7,13,14.76482306,8,13,15.26433752,8,12,14.4222051,9,13,15.8113883,9,12,15,9,13,15.8113883,10,13,16.40121947,10,13,16.40121947,10,13,16.40121947,11,14,17.80449381,10,13,16.40121947,11,14,17.80449381,11,14,17.80449381,11,14,17.80449381,11,14,17.80449381,12,15,19.20937271,12,15,19.20937271,11,15,18.60107524,11,15,18.60107524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6.45551,3,84,-64,105.6030303,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,-15,-7,16.55294536,-15,-8,17,-15,-7,16.55294536,-15,-8,17,-14,-8,16.1245155,-14,-9,16.64331698,-13,-9,15.8113883,-13,-9,15.8113883,-12,-9,15,-12,-8,14.4222051,-13,-9,15.8113883,-13,-9,15.8113883,-12,-9,15,-12,-9,15,-12,-9,15,-12,-8,14.4222051,-12,-9,15,-10,-8,12.80624847,-11,-9,14.2126704,-12,-10,15.62049935,-12,-9,15,-11,-8,13.60147051,-12,-8,14.4222051,-11,-8,13.60147051,-10,-8,12.80624847,-12,-8,14.4222051,0,0,0,-11,-8,13.60147051,-10,-8,12.80624847,-11,-8,13.60147051,-10,-8,12.80624847,-12,-8,14.4222051,-12,-7,13.89244399,-11,-6,12.52996409,-11,-7,13.03840481,-11,-5,12.08304597,-11,-6,12.52996409,-13,-6,14.31782106,-13,-6,14.31782106,-12,-6,13.41640786,-13,-6,14.31782106,-13,-6,14.31782106,-14,-6,15.23154621,-13,-6,14.31782106,-14,-6,15.23154621,-14,-6,15.23154621,-14,-6,15.23154621,-14,-7,15.65247584,-14,-7,15.65247584,-14,-6,15.23154621,-15,-6,16.15549442,-15,-7,16.55294536,-15,-7,16.55294536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6.46604,3,84,-64,105.6030303,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,14,13,19.10497317,14,14,19.79898987,14,14,19.79898987,14,14,19.79898987,13,14,19.10497317,12,14,18.43908891,12,14,18.43908891,11,14,17.80449381,11,14,17.80449381,11,14,17.80449381,11,15,18.60107524,10,14,17.20465053,10,15,18.02775638,10,14,17.20465053,10,15,18.02775638,10,14,17.20465053,9,14,16.64331698,9,13,15.8113883,9,14,16.64331698,9,14,16.64331698,8,14,16.1245155,9,13,15.8113883,8,12,14.4222051,8,13,15.26433752,9,13,15.8113883,8,13,15.26433752,0,0,0,8,12,14.4222051,9,12,15,9,12,15,9,11,14.2126704,9,12,15,9,12,15,9,12,15,10,12,15.62049935,10,11,14.86606875,10,11,14.86606875,10,11,14.86606875,11,11,15.55634919,11,11,15.55634919,11,12,16.2788206,11,12,16.2788206,12,11,16.2788206,13,12,17.69180601,12,13,17.69180601,12,13,17.69180601,12,13,17.69180601,12,13,17.69180601,12,13,17.69180601,13,13,18.38477631,13,13,18.38477631,13,13,18.38477631,13,14,19.10497317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6.47647,3,84,-64,105.6030303,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,-21,6,21.84032967,-23,6,23.76972865,-23,6,23.76972865,-24,6,24.73863375,-22,5,22.56102835,-22,4,22.36067977,-22,4,22.36067977,-21,4,21.37755833,-22,3,22.20360331,-21,2,21.09502311,-22,3,22.20360331,-20,3,20.22374842,-21,2,21.09502311,-21,2,21.09502311,-21,1,21.02379604,-21,2,21.09502311,-21,1,21.02379604,-20,1,20.02498439,-20,1,20.02498439,-20,1,20.02498439,-20,1,20.02498439,-19,1,19.02629759,-19,1,19.02629759,-19,1,19.02629759,-19,1,19.02629759,-18,1,18.02775638,0,0,0,-18,1,18.02775638,-19,2,19.10497317,-19,2,19.10497317,-17,1,17.02938637,-17,3,17.2626765,-18,2,18.11077028,-18,2,18.11077028,-19,3,19.23538406,-18,6,18.97366596,-18,6,18.97366596,-19,5,19.6468827,-18,5,18.68154169,-18,5,18.68154169,-19,6,19.92485885,-20,5,20.61552813,-19,6,19.92485885,-20,6,20.88061302,-20,6,20.88061302,-21,6,21.84032967,-20,7,21.1896201,-21,6,21.84032967,-21,6,21.84032967,-22,6,22.8035085,-21,7,22.13594362,-22,6,22.8035085,-22,6,22.8035085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6.48379,3,84,-64,105.6030303,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,-1,-21,21.02379604,-1,-21,21.02379604,0,-21,21,0,-21,21,1,-20,20.02498439,1,-20,20.02498439,1,-20,20.02498439,1,-19,19.02629759,1,-19,19.02629759,2,-19,19.10497317,2,-20,20.09975124,2,-18,18.11077028,2,-19,19.10497317,3,-19,19.23538406,3,-18,18.24828759,3,-18,18.24828759,3,-18,18.24828759,3,-17,17.2626765,3,-17,17.2626765,3,-17,17.2626765,3,-17,17.2626765,3,-17,17.2626765,3,-17,17.2626765,2,-17,17.11724277,3,-16,16.2788206,3,-17,17.2626765,0,0,0,3,-16,16.2788206,2,-16,16.1245155,2,-16,16.1245155,2,-16,16.1245155,1,-16,16.03121954,1,-16,16.03121954,1,-16,16.03121954,1,-16,16.03121954,1,-16,16.03121954,0,-16,16,0,-17,17,0,-16,16,0,-17,17,-1,-17,17.02938637,0,-18,18,-1,-18,18.02775638,0,-18,18,-1,-19,19.02629759,0,-19,19,-1,-19,19.02629759,0,-19,19,-1,-20,20.02498439,0,-20,20,0,-20,20,0,-20,20,0,-20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6.49366,3,84,-64,105.6030303,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,13,15,19.84943324,13,15,19.84943324,12,15,19.20937271,12,16,20,11,15,18.60107524,11,16,19.41648784,10,15,18.02775638,10,15,18.02775638,9,15,17.49285568,9,15,17.49285568,10,15,18.02775638,9,15,17.49285568,9,15,17.49285568,9,15,17.49285568,9,15,17.49285568,8,14,16.1245155,8,15,17,8,14,16.1245155,8,15,17,8,15,17,8,14,16.1245155,7,14,15.65247584,7,13,14.76482306,8,13,15.26433752,8,13,15.26433752,8,13,15.26433752,0,0,0,8,13,15.26433752,8,13,15.26433752,9,13,15.8113883,8,12,14.4222051,8,13,15.26433752,9,12,15,9,13,15.8113883,9,12,15,9,12,15,9,11,14.2126704,10,12,15.62049935,10,12,15.62049935,11,12,16.2788206,11,12,16.2788206,11,12,16.2788206,11,12,16.2788206,12,12,16.97056275,12,13,17.69180601,12,13,17.69180601,12,12,16.97056275,12,13,17.69180601,12,14,18.43908891,12,13,17.69180601,13,14,19.10497317,13,13,18.38477631,13,14,19.10497317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6.50585,3,84,-64,105.6030303,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,-11,16.2788206,12,-10,15.62049935,12,-10,15.62049935,12,-10,15.62049935,12,-9,15,12,-9,15,12,-9,15,12,-9,15,13,-9,15.8113883,12,-8,14.4222051,13,-8,15.26433752,12,-8,14.4222051,13,-7,14.76482306,12,-7,13.89244399,12,-7,13.89244399,12,-7,13.89244399,12,-6,13.41640786,12,-7,13.89244399,11,-6,12.52996409,12,-6,13.41640786,11,-6,12.52996409,11,-7,13.03840481,11,-6,12.52996409,11,-6,12.52996409,11,-6,12.52996409,11,-6,12.52996409,0,0,0,11,-7,13.03840481,10,-7,12.20655562,11,-7,13.03840481,10,-7,12.20655562,10,-7,12.20655562,10,-7,12.20655562,10,-7,12.20655562,10,-8,12.80624847,10,-8,12.80624847,10,-8,12.80624847,10,-8,12.80624847,10,-8,12.80624847,10,-8,12.80624847,10,-8,12.80624847,10,-9,13.45362405,10,-9,13.45362405,11,-10,14.86606875,11,-10,14.86606875,11,-10,14.86606875,11,-10,14.86606875,11,-10,14.86606875,11,-10,14.86606875,12,-10,15.62049935,12,-11,16.2788206,12,-10,15.62049935,12,-10,15.62049935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6.521,3,84,-64,105.6030303,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,-14,14,0,-14,14,0,-14,14,0,-14,14,1,-13,13.03840481,1,-13,13.03840481,2,-13,13.15294644,2,-13,13.15294644,2,-12,12.16552506,2,-12,12.16552506,1,-13,13.03840481,2,-13,13.15294644,2,-13,13.15294644,2,-13,13.15294644,2,-12,12.16552506,2,-12,12.16552506,2,-12,12.16552506,2,-12,12.16552506,2,-12,12.16552506,2,-12,12.16552506,2,-11,11.18033989,2,-11,11.18033989,2,-11,11.18033989,1,-12,12.04159458,1,-11,11.04536102,1,-12,12.04159458,0,0,0,1,-11,11.04536102,1,-11,11.04536102,1,-11,11.04536102,0,-11,11,1,-11,11.04536102,0,-12,12,1,-11,11.04536102,0,-11,11,0,-11,11,0,-11,11,-1,-12,12.04159458,-1,-11,11.04536102,-1,-12,12.04159458,-1,-12,12.04159458,-1,-12,12.04159458,-1,-12,12.04159458,-1,-13,13.03840481,-1,-13,13.03840481,-1,-13,13.03840481,-1,-12,12.04159458,-1,-13,13.03840481,-1,-13,13.03840481,-1,-13,13.03840481,-2,-14,14.14213562,-1,-14,14.03566885,-1,-14,14.03566885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
