real_timestamp,Zone,R1,I1,Mag1,R2,I2,Mag2,R3,I3,Mag3,R4,I4,Mag4,R5,I5,Mag5,R6,I6,Mag6,R7,I7,Mag7,R8,I8,Mag8,R9,I9,Mag9,R10,I10,Mag10,R11,I11,Mag11,R12,I12,Mag12,R13,I13,Mag13,R14,I14,Mag14,R15,I15,Mag15,R16,I16,Mag16,R17,I17,Mag17,R18,I18,Mag18,R19,I19,Mag19,R20,I20,Mag20,R21,I21,Mag21,R22,I22,Mag22,R23,I23,Mag23,R24,I24,Mag24,R25,I25,Mag25,R26,I26,Mag26,R27,I27,Mag27,R28,I28,Mag28,R29,I29,Mag29,R30,I30,Mag30,R31,I31,Mag31,R32,I32,Mag32,R33,I33,Mag33,R34,I34,Mag34,R35,I35,Mag35,R36,I36,Mag36,R37,I37,Mag37,R38,I38,Mag38,R39,I39,Mag39,R40,I40,Mag40,R41,I41,Mag41,R42,I42,Mag42,R43,I43,Mag43,R44,I44,Mag44,R45,I45,Mag45,R46,I46,Mag46,R47,I47,Mag47,R48,I48,Mag48,R49,I49,Mag49,R50,I50,Mag50,R51,I51,Mag51,R52,I52,Mag52,R53,I53,Mag53,R54,I54,Mag54,R55,I55,Mag55,R56,I56,Mag56,R57,I57,Mag57,R58,I58,Mag58,R59,I59,Mag59,R60,I60,Mag60,R61,I61,Mag61,R62,I62,Mag62,R63,I63,Mag63,R64,I64,Mag64
7.38805,1,84,-64,105.6030303,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,-13,-4,13.60147051,-12,-4,12.64911064,-13,-5,13.92838828,-15,-6,16.15549442,-14,-6,15.23154621,-14,-7,15.65247584,-14,-7,15.65247584,-13,-8,15.26433752,-14,-9,16.64331698,-13,-9,15.8113883,-13,-10,16.40121947,-12,-10,15.62049935,-11,-9,14.2126704,-11,-8,13.60147051,-9,-8,12.04159458,-9,-8,12.04159458,-9,-7,11.40175425,-8,-6,10,-9,-5,10.29563014,-8,-4,8.94427191,-8,-4,8.94427191,-9,-4,9.848857802,-8,-3,8.544003745,-9,-2,9.219544457,-9,-1,9.055385138,-10,-1,10.04987562,0,0,0,-10,0,10,-10,1,10.04987562,-10,1,10.04987562,-10,2,10.19803903,-11,2,11.18033989,-11,3,11.40175425,-12,3,12.36931688,-12,4,12.64911064,-12,4,12.64911064,-12,5,13,-12,6,13.41640786,-13,6,14.31782106,-13,6,14.31782106,-13,7,14.76482306,-14,7,15.65247584,-14,8,16.1245155,-14,8,16.1245155,-14,8,16.1245155,-15,8,17,-15,8,17,-16,8,17.88854382,-16,8,17.88854382,-17,9,19.23538406,-17,9,19.23538406,-18,8,19.6977156,-18,8,19.6977156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.39751,1,84,-64,105.6030303,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,-2,10,10.19803903,-3,12,12.36931688,-3,12,12.36931688,-4,13,13.60147051,-4,12,12.64911064,-4,13,13.60147051,-5,12,13,-6,12,13.41640786,-6,12,13.41640786,-6,11,12.52996409,-7,11,13.03840481,-7,10,12.20655562,-7,10,12.20655562,-7,10,12.20655562,-7,9,11.40175425,-6,8,10,-6,8,10,-5,7,8.602325267,-4,7,8.062257748,-3,7,7.615773106,-3,7,7.615773106,-2,7,7.280109889,-2,6,6.32455532,-1,7,7.071067812,0,7,7,0,8,8,0,0,0,1,8,8.062257748,2,8,8.246211251,2,8,8.246211251,2,8,8.246211251,3,8,8.544003745,3,8,8.544003745,4,9,9.848857802,4,9,9.848857802,4,9,9.848857802,4,9,9.848857802,5,9,10.29563014,6,9,10.81665383,7,10,12.20655562,7,10,12.20655562,7,10,12.20655562,8,11,13.60147051,8,10,12.80624847,8,12,14.4222051,8,11,13.60147051,8,11,13.60147051,9,13,15.8113883,9,13,15.8113883,9,13,15.8113883,9,13,15.8113883,8,14,16.1245155,8,14,16.1245155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.40319,1,84,-64,105.6030303,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,-8,8,11.3137085,-10,10,14.14213562,-9,11,14.2126704,-11,10,14.86606875,-10,11,14.86606875,-13,10,16.40121947,-12,10,15.62049935,-14,9,16.64331698,-13,8,15.26433752,-14,8,16.1245155,-15,7,16.55294536,-13,7,14.76482306,-13,6,14.31782106,-13,5,13.92838828,-12,5,13,-12,5,13,-10,5,11.18033989,-9,4,9.848857802,-9,4,9.848857802,-9,5,10.29563014,-8,5,9.433981132,-7,6,9.219544457,-6,6,8.485281374,-6,7,9.219544457,-5,8,9.433981132,-6,8,10,0,0,0,-5,7,8.602325267,-4,10,10.77032961,-3,10,10.44030651,-2,10,10.19803903,-3,8,8.544003745,-1,10,10.04987562,-4,11,11.70469991,-4,9,9.848857802,0,13,13,0,16,16,-1,14,14.03566885,1,14,14.03566885,1,12,12.04159458,1,14,14.03566885,1,15,15.03329638,0,16,16,0,15,15,1,16,16.03121954,1,16,16.03121954,1,17,17.02938637,0,18,18,1,18,18.02775638,0,19,19,2,20,20.09975124,0,19,19,-1,19,19.02629759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.40984,1,84,-64,105.6030303,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,-3,11,11.40175425,0,12,12,1,14,14.03566885,-2,14,14.14213562,-3,14,14.31782106,-2,15,15.13274595,-3,15,15.29705854,-4,14,14.56021978,-5,14,14.86606875,-5,14,14.86606875,-6,13,14.31782106,-6,13,14.31782106,-7,12,13.89244399,-7,11,13.03840481,-6,10,11.66190379,-6,10,11.66190379,-5,9,10.29563014,-4,9,9.848857802,-4,9,9.848857802,-4,9,9.848857802,-3,8,8.544003745,-1,8,8.062257748,-1,9,9.055385138,-1,9,9.055385138,0,9,9,0,9,9,0,0,0,1,9,9.055385138,2,9,9.219544457,3,9,9.486832981,3,9,9.486832981,4,9,9.848857802,4,10,10.77032961,4,11,11.70469991,5,10,11.18033989,6,10,11.66190379,6,10,11.66190379,6,11,12.52996409,7,12,13.89244399,7,12,13.89244399,7,11,13.03840481,7,12,13.89244399,8,13,15.26433752,9,13,15.8113883,9,13,15.8113883,9,13,15.8113883,9,14,16.64331698,9,15,17.49285568,9,15,17.49285568,9,16,18.35755975,9,16,18.35755975,8,17,18.78829423,8,17,18.78829423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.41672,1,84,-64,105.6030303,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,-8,10.63014581,8,-6,10,9,-9,12.72792206,9,-8,12.04159458,10,-8,12.80624847,12,-7,13.89244399,13,-7,14.76482306,12,-6,13.41640786,12,-6,13.41640786,12,-5,13,13,-5,13.92838828,12,-4,12.64911064,12,-3,12.36931688,11,-4,11.70469991,11,-3,11.40175425,10,-4,10.77032961,9,-3,9.486832981,8,-4,8.94427191,8,-4,8.94427191,7,-4,8.062257748,7,-5,8.602325267,7,-5,8.602325267,6,-6,8.485281374,6,-6,8.485281374,5,-6,7.810249676,5,-7,8.602325267,0,0,0,5,-8,9.433981132,4,-9,9.848857802,3,-8,8.544003745,3,-10,10.44030651,3,-10,10.44030651,3,-10,10.44030651,2,-11,11.18033989,2,-11,11.18033989,2,-11,11.18033989,2,-12,12.16552506,1,-12,12.04159458,1,-13,13.03840481,1,-13,13.03840481,1,-13,13.03840481,1,-14,14.03566885,1,-15,15.03329638,0,-15,15,1,-16,16.03121954,0,-16,16,1,-16,16.03121954,1,-17,17.02938637,1,-17,17.02938637,1,-17,17.02938637,2,-18,18.11077028,2,-18,18.11077028,2,-18,18.11077028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.42554,1,84,-64,105.6030303,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,6,10,7,8,10.63014581,7,10,12.20655562,10,10,14.14213562,9,11,14.2126704,10,11,14.86606875,8,12,14.4222051,7,12,13.89244399,7,14,15.65247584,6,13,14.31782106,6,13,14.31782106,5,14,14.86606875,5,13,13.92838828,5,12,13,4,11,11.70469991,3,11,11.40175425,3,10,10.44030651,4,9,9.848857802,4,8,8.94427191,5,8,9.433981132,5,7,8.602325267,5,7,8.602325267,6,6,8.485281374,7,6,9.219544457,7,6,9.219544457,7,6,9.219544457,0,0,0,8,5,9.433981132,8,5,9.433981132,9,5,10.29563014,9,4,9.848857802,9,4,9.848857802,10,4,10.77032961,11,4,11.70469991,12,2,12.16552506,12,3,12.36931688,12,1,12.04159458,12,1,12.04159458,13,2,13.15294644,14,2,14.14213562,15,2,15.13274595,14,2,14.14213562,15,0,15,16,1,16.03121954,16,3,16.2788206,17,1,17.02938637,16,2,16.1245155,16,2,16.1245155,18,5,18.68154169,19,4,19.41648784,17,3,17.2626765,20,5,20.61552813,16,4,16.4924225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.44954,1,84,-64,105.6030303,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,-12,-4,12.64911064,-13,-4,13.60147051,-13,-4,13.60147051,-14,-4,14.56021978,-14,-5,14.86606875,-14,-6,15.23154621,-14,-7,15.65247584,-13,-8,15.26433752,-14,-8,16.1245155,-13,-8,15.26433752,-13,-8,15.26433752,-12,-8,14.4222051,-11,-8,13.60147051,-11,-8,13.60147051,-10,-7,12.20655562,-10,-7,12.20655562,-10,-7,12.20655562,-9,-5,10.29563014,-9,-5,10.29563014,-9,-4,9.848857802,-9,-3,9.486832981,-10,-3,10.44030651,-9,-2,9.219544457,-10,-2,10.19803903,-11,-1,11.04536102,-11,0,11,0,0,0,-11,0,11,-11,0,11,-11,1,11.04536102,-11,2,11.18033989,-12,2,12.16552506,-12,2,12.16552506,-12,3,12.36931688,-12,3,12.36931688,-12,4,12.64911064,-13,4,13.60147051,-13,6,14.31782106,-13,5,13.92838828,-13,6,14.31782106,-14,6,15.23154621,-14,6,15.23154621,-15,7,16.55294536,-15,7,16.55294536,-16,7,17.4642492,-17,7,18.38477631,-17,7,18.38477631,-18,7,19.31320792,-19,7,20.24845673,-19,7,20.24845673,-19,7,20.24845673,-19,6,19.92485885,-20,5,20.61552813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.45608,1,84,-64,105.6030303,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,12,12.16552506,3,11,11.40175425,4,14,14.56021978,2,14,14.14213562,2,15,15.13274595,2,14,14.14213562,1,14,14.03566885,0,14,14,0,15,15,-2,15,15.13274595,-1,14,14.03566885,-2,14,14.14213562,-2,12,12.16552506,-2,12,12.16552506,-2,10,10.19803903,-2,10,10.19803903,0,10,10,-1,9,9.055385138,0,9,9,1,9,9.055385138,2,9,9.219544457,2,8,8.246211251,3,9,9.486832981,2,8,8.246211251,4,8,8.94427191,4,8,8.94427191,0,0,0,4,9,9.848857802,6,9,10.81665383,6,8,10,7,7,9.899494937,8,9,12.04159458,9,7,11.40175425,6,10,11.66190379,9,9,12.72792206,12,12,16.97056275,10,12,15.62049935,10,8,12.80624847,8,11,13.60147051,13,7,14.76482306,11,10,14.86606875,11,9,14.2126704,13,8,15.26433752,12,8,14.4222051,13,9,15.8113883,14,10,17.20465053,14,10,17.20465053,14,11,17.80449381,14,12,18.43908891,14,13,19.10497317,15,13,19.84943324,14,13,19.10497317,13,14,19.10497317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.46137,1,84,-64,105.6030303,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,-5,-9,10.29563014,-6,-11,12.52996409,-5,-13,13.92838828,-5,-14,14.86606875,-5,-14,14.86606875,-6,-15,16.15549442,-4,-15,15.5241747,-4,-16,16.4924225,-4,-16,16.4924225,-1,-14,14.03566885,0,-17,17,0,-16,16,-3,-17,17.2626765,1,-13,13.03840481,-1,-12,12.04159458,-5,-13,13.92838828,-2,-11,11.18033989,-3,-9,9.486832981,-3,-11,11.40175425,-3,-8,8.544003745,-4,-9,9.848857802,-5,-9,10.29563014,-5,-8,9.433981132,-6,-8,10,-6,-8,10,-7,-9,11.40175425,0,0,0,-7,-9,11.40175425,-8,-8,11.3137085,-9,-8,12.04159458,-9,-8,12.04159458,-10,-7,12.20655562,-10,-8,12.80624847,-11,-8,13.60147051,-11,-8,13.60147051,-12,-7,13.89244399,-12,-7,13.89244399,-13,-7,14.76482306,-13,-7,14.76482306,-14,-7,15.65247584,-15,-7,16.55294536,-15,-7,16.55294536,-16,-7,17.4642492,-15,-7,16.55294536,-17,-8,18.78829423,-17,-8,18.78829423,-17,-9,19.23538406,-17,-9,19.23538406,-18,-10,20.59126028,-17,-10,19.72308292,-18,-11,21.09502311,-18,-12,21.63330765,-17,-12,20.80865205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.46869,1,84,-64,105.6030303,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,-8,12.04159458,12,-10,15.62049935,10,-10,14.14213562,12,-8,14.4222051,11,-8,13.60147051,12,-8,14.4222051,12,-8,14.4222051,13,-6,14.31782106,13,-6,14.31782106,13,-6,14.31782106,13,-5,13.92838828,12,-5,13,12,-5,13,11,-5,12.08304597,10,-5,11.18033989,9,-5,10.29563014,10,-5,11.18033989,8,-5,9.433981132,8,-5,9.433981132,7,-6,9.219544457,7,-6,9.219544457,6,-7,9.219544457,6,-7,9.219544457,6,-8,10,4,-9,9.848857802,5,-10,11.18033989,0,0,0,4,-10,10.77032961,3,-10,10.44030651,4,-11,11.70469991,3,-10,10.44030651,3,-12,12.36931688,2,-12,12.16552506,2,-13,13.15294644,2,-13,13.15294644,2,-13,13.15294644,2,-13,13.15294644,0,-15,15,1,-15,15.03329638,0,-15,15,0,-16,16,1,-16,16.03121954,0,-17,17,-1,-17,17.02938637,0,-19,19,0,-19,19,0,-19,19,1,-20,20.02498439,1,-20,20.02498439,1,-20,20.02498439,1,-21,21.02379604,3,-21,21.21320344,3,-21,21.21320344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.47463,1,84,-64,105.6030303,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,9,11.40175425,7,10,12.20655562,7,10,12.20655562,8,11,13.60147051,8,12,14.4222051,7,12,13.89244399,6,13,14.31782106,5,13,13.92838828,5,13,13.92838828,4,13,13.60147051,4,13,13.60147051,3,13,13.34166406,4,12,12.64911064,4,11,11.70469991,3,11,11.40175425,3,10,10.44030651,3,9,9.486832981,4,8,8.94427191,4,8,8.94427191,4,7,8.062257748,5,7,8.602325267,6,6,8.485281374,5,6,7.810249676,7,5,8.602325267,7,5,8.602325267,7,5,8.602325267,0,0,0,8,4,8.94427191,8,4,8.94427191,9,4,9.848857802,10,3,10.44030651,11,3,11.40175425,11,3,11.40175425,11,3,11.40175425,11,3,11.40175425,12,2,12.16552506,12,2,12.16552506,13,1,13.03840481,13,1,13.03840481,14,1,14.03566885,14,1,14.03566885,15,1,15.03329638,16,0,16,17,1,17.02938637,17,1,17.02938637,18,1,18.02775638,18,2,18.11077028,18,2,18.11077028,19,2,19.10497317,19,3,19.23538406,19,2,19.10497317,19,4,19.41648784,19,4,19.41648784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.48656,1,84,-64,105.6030303,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,4,10.77032961,10,5,11.18033989,11,5,12.08304597,11,6,12.52996409,11,6,12.52996409,11,7,13.03840481,11,8,13.60147051,10,8,12.80624847,10,8,12.80624847,9,8,12.04159458,9,8,12.04159458,9,8,12.04159458,8,8,11.3137085,7,8,10.63014581,7,7,9.899494937,6,6,8.485281374,6,6,8.485281374,6,5,7.810249676,6,4,7.211102551,6,4,7.211102551,7,3,7.615773106,8,3,8.544003745,6,2,6.32455532,8,1,8.062257748,7,2,7.280109889,9,1,9.055385138,0,0,0,8,0,8,7,-1,7.071067812,9,-1,9.055385138,9,-2,9.219544457,10,-2,10.19803903,9,-2,9.219544457,10,-3,10.44030651,9,-3,9.486832981,10,-4,10.77032961,10,-4,10.77032961,11,-5,12.08304597,10,-5,11.18033989,11,-5,12.08304597,12,-6,13.41640786,12,-6,13.41640786,12,-7,13.89244399,13,-7,14.76482306,14,-7,15.65247584,14,-7,15.65247584,14,-7,15.65247584,15,-7,16.55294536,15,-7,16.55294536,16,-7,17.4642492,16,-7,17.4642492,17,-6,18.02775638,17,-6,18.02775638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.50277,1,84,-64,105.6030303,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,-14,-2,14.14213562,-15,-3,15.29705854,-15,-3,15.29705854,-16,-3,16.2788206,-16,-6,17.08800749,-16,-6,17.08800749,-15,-7,16.55294536,-15,-7,16.55294536,-15,-8,17,-14,-8,16.1245155,-14,-7,15.65247584,-13,-8,15.26433752,-13,-8,15.26433752,-12,-7,13.89244399,-12,-7,13.89244399,-11,-7,13.03840481,-10,-6,11.66190379,-10,-5,11.18033989,-10,-4,10.77032961,-9,-4,9.848857802,-9,-3,9.486832981,-9,-3,9.486832981,-9,-2,9.219544457,-10,-1,10.04987562,-10,0,10,-10,0,10,0,0,0,-10,1,10.04987562,-10,2,10.19803903,-10,2,10.19803903,-10,3,10.44030651,-11,3,11.40175425,-11,4,11.70469991,-11,4,11.70469991,-11,5,12.08304597,-11,5,12.08304597,-11,6,12.52996409,-11,8,13.60147051,-11,8,13.60147051,-12,8,14.4222051,-12,9,15,-13,9,15.8113883,-13,9,15.8113883,-13,10,16.40121947,-13,10,16.40121947,-15,10,18.02775638,-15,11,18.60107524,-16,10,18.86796226,-16,10,18.86796226,-16,11,19.41648784,-16,12,20,-17,11,20.24845673,-18,10,20.59126028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.50931,1,84,-64,105.6030303,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,8,12.04159458,9,9,12.72792206,10,9,13.45362405,8,10,12.80624847,11,11,15.55634919,8,11,13.60147051,8,12,14.4222051,7,14,15.65247584,5,13,13.92838828,6,13,14.31782106,5,13,13.92838828,5,13,13.92838828,5,12,13,4,12,12.64911064,4,10,10.77032961,3,11,11.40175425,3,10,10.44030651,3,9,9.486832981,4,8,8.94427191,4,8,8.94427191,4,7,8.062257748,5,7,8.602325267,4,7,8.062257748,6,6,8.485281374,6,6,8.485281374,6,5,7.810249676,0,0,0,7,5,8.602325267,7,5,8.602325267,7,5,8.602325267,8,3,8.544003745,8,4,8.94427191,10,2,10.19803903,10,3,10.44030651,10,5,11.18033989,7,4,8.062257748,11,13,17.02938637,13,4,13.60147051,13,2,13.15294644,14,2,14.14213562,15,2,15.13274595,15,4,15.5241747,16,3,16.2788206,14,2,14.14213562,15,4,15.5241747,16,3,16.2788206,16,4,16.4924225,17,4,17.4642492,16,6,17.08800749,17,5,17.72004515,17,5,17.72004515,18,7,19.31320792,18,7,19.31320792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.51619,1,84,-64,105.6030303,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,-7,8,10.63014581,-7,8,10.63014581,-8,10,12.80624847,-8,10,12.80624847,-10,9,13.45362405,-10,8,12.80624847,-10,7,12.20655562,-10,8,12.80624847,-11,8,13.60147051,-11,7,13.03840481,-10,7,12.20655562,-11,6,12.52996409,-10,6,11.66190379,-10,5,11.18033989,-9,6,10.81665383,-9,5,10.29563014,-8,4,8.94427191,-7,5,8.602325267,-7,5,8.602325267,-5,4,6.403124237,-5,5,7.071067812,-5,6,7.810249676,-5,5,7.071067812,-4,6,7.211102551,-4,6,7.211102551,-3,6,6.708203932,0,0,0,-3,7,7.615773106,-2,8,8.246211251,-1,7,7.071067812,-1,8,8.062257748,0,8,8,-1,7,7.071067812,0,9,9,3,9,9.486832981,-2,11,11.18033989,6,8,10,3,10,10.44030651,4,10,10.77032961,2,9,9.219544457,2,11,11.18033989,3,12,12.36931688,4,12,12.64911064,3,13,13.34166406,3,13,13.34166406,3,13,13.34166406,4,13,13.60147051,4,15,15.5241747,4,14,14.56021978,4,15,15.5241747,4,15,15.5241747,2,15,15.13274595,3,15,15.29705854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.52211,1,84,-64,105.6030303,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,-12,13,6,-12,13.41640786,6,-13,14.31782106,7,-13,14.76482306,8,-12,14.4222051,9,-11,14.2126704,9,-12,15,9,-12,15,10,-11,14.86606875,10,-10,14.14213562,10,-10,14.14213562,10,-9,13.45362405,10,-9,13.45362405,9,-8,12.04159458,9,-8,12.04159458,8,-7,10.63014581,7,-7,9.899494937,7,-7,9.899494937,6,-7,9.219544457,6,-7,9.219544457,5,-7,8.602325267,4,-7,8.062257748,4,-8,8.94427191,3,-8,8.544003745,3,-8,8.544003745,2,-9,9.219544457,0,0,0,2,-9,9.219544457,1,-9,9.055385138,1,-10,10.04987562,0,-10,10,-1,-10,10.04987562,-1,-10,10.04987562,-1,-11,11.04536102,-2,-11,11.18033989,-2,-12,12.16552506,-3,-12,12.36931688,-3,-12,12.36931688,-4,-13,13.60147051,-4,-13,13.60147051,-4,-13,13.60147051,-4,-14,14.56021978,-5,-14,14.86606875,-5,-15,15.8113883,-5,-16,16.76305461,-5,-16,16.76305461,-5,-16,16.76305461,-5,-17,17.72004515,-5,-18,18.68154169,-5,-18,18.68154169,-5,-19,19.6468827,-4,-19,19.41648784,-4,-19,19.41648784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.54469,1,84,-64,105.6030303,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,-8,5,9.433981132,-9,3,9.486832981,-14,6,15.23154621,-10,5,11.18033989,-12,4,12.64911064,-12,5,13,-12,6,13.41640786,-14,4,14.56021978,-13,4,13.60147051,-14,4,14.56021978,-13,4,13.60147051,-12,3,12.36931688,-12,2,12.16552506,-11,2,11.18033989,-11,1,11.04536102,-11,2,11.18033989,-10,2,10.19803903,-9,1,9.055385138,-9,2,9.219544457,-8,3,8.544003745,-8,3,8.544003745,-7,3,7.615773106,-7,4,8.062257748,-7,4,8.062257748,-7,5,8.602325267,-6,5,7.810249676,0,0,0,-6,6,8.485281374,-5,6,7.810249676,-5,7,8.602325267,-5,7,8.602325267,-5,7,8.602325267,-5,7,8.602325267,-5,9,10.29563014,-4,8,8.94427191,-4,9,9.848857802,-4,9,9.848857802,-4,10,10.77032961,-3,11,11.40175425,-3,12,12.36931688,-3,12,12.36931688,-4,12,12.64911064,-4,13,13.60147051,-3,13,13.34166406,-4,13,13.60147051,-4,14,14.56021978,-5,14,14.86606875,-5,15,15.8113883,-5,15,15.8113883,-5,15,15.8113883,-5,16,16.76305461,-7,16,17.4642492,-7,15,16.55294536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.55074,1,84,-64,105.6030303,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,-11,13.03840481,8,-12,14.4222051,9,-12,15,9,-12,15,10,-12,15.62049935,11,-11,15.55634919,11,-11,15.55634919,12,-10,15.62049935,12,-10,15.62049935,12,-9,15,12,-9,15,12,-8,14.4222051,12,-8,14.4222051,11,-7,13.03840481,10,-7,12.20655562,10,-7,12.20655562,9,-7,11.40175425,8,-6,10,8,-7,10.63014581,7,-7,9.899494937,6,-7,9.219544457,5,-8,9.433981132,5,-7,8.602325267,4,-8,8.94427191,4,-9,9.848857802,4,-9,9.848857802,0,0,0,3,-9,9.486832981,2,-10,10.19803903,2,-10,10.19803903,1,-10,10.04987562,0,-11,11,0,-11,11,-1,-12,12.04159458,-1,-12,12.04159458,-2,-12,12.16552506,-2,-12,12.16552506,-3,-13,13.34166406,-3,-13,13.34166406,-4,-14,14.56021978,-4,-14,14.56021978,-4,-15,15.5241747,-5,-16,16.76305461,-5,-16,16.76305461,-5,-16,16.76305461,-5,-17,17.72004515,-5,-17,17.72004515,-5,-18,18.68154169,-5,-18,18.68154169,-5,-19,19.6468827,-6,-20,20.88061302,-4,-20,20.39607805,-4,-20,20.39607805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.55673,1,84,-64,105.6030303,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,-6,-11,12.52996409,-6,-13,14.31782106,-6,-13,14.31782106,-6,-13,14.31782106,-5,-14,14.86606875,-5,-15,15.8113883,-3,-15,15.29705854,-3,-15,15.29705854,-3,-16,16.2788206,-2,-16,16.1245155,-1,-15,15.03329638,-1,-15,15.03329638,-1,-14,14.03566885,-1,-14,14.03566885,-1,-12,12.04159458,0,-12,12,-1,-11,11.04536102,-1,-10,10.04987562,-2,-10,10.19803903,-2,-9,9.219544457,-3,-9,9.486832981,-4,-9,9.848857802,-4,-8,8.94427191,-5,-8,9.433981132,-5,-8,9.433981132,-5,-8,9.433981132,0,0,0,-7,-8,10.63014581,-7,-7,9.899494937,-7,-7,9.899494937,-8,-6,10,-9,-6,10.81665383,-9,-7,11.40175425,-9,-6,10.81665383,-10,-6,11.66190379,-11,-5,12.08304597,-11,-5,12.08304597,-12,-4,12.64911064,-12,-5,13,-13,-4,13.60147051,-14,-4,14.56021978,-14,-5,14.86606875,-15,-4,15.5241747,-15,-5,15.8113883,-16,-5,16.76305461,-16,-5,16.76305461,-17,-5,17.72004515,-17,-6,18.02775638,-17,-7,18.38477631,-18,-7,19.31320792,-18,-6,18.97366596,-18,-8,19.6977156,-18,-7,19.31320792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.56419,1,84,-64,105.6030303,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,-10,14.14213562,11,-10,14.86606875,11,-10,14.86606875,13,-10,16.40121947,13,-9,15.8113883,14,-9,16.64331698,14,-7,15.65247584,15,-7,16.55294536,15,-7,16.55294536,14,-6,15.23154621,15,-6,16.15549442,15,-5,15.8113883,14,-5,14.86606875,13,-5,13.92838828,12,-4,12.64911064,12,-3,12.36931688,11,-4,11.70469991,10,-4,10.77032961,9,-5,10.29563014,9,-5,10.29563014,8,-5,9.433981132,8,-6,10,8,-6,10,7,-7,9.899494937,6,-8,10,6,-8,10,0,0,0,5,-9,10.29563014,5,-9,10.29563014,5,-10,11.18033989,4,-10,10.77032961,4,-11,11.70469991,3,-11,11.40175425,3,-11,11.40175425,3,-12,12.36931688,3,-13,13.34166406,2,-13,13.15294644,1,-14,14.03566885,1,-14,14.03566885,0,-15,15,1,-16,16.03121954,1,-16,16.03121954,2,-17,17.11724277,1,-20,20.02498439,-1,-19,19.02629759,0,-18,18,3,-19,19.23538406,1,-19,19.02629759,1,-20,20.02498439,2,-21,21.09502311,1,-21,21.02379604,3,-23,23.19482701,4,-21,21.37755833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
